Noms	CI	a_base	BCUT_PEOE_1	BCUT_PEOE_2	BCUT_SLOGP_2	BCUT_SMR_1	BCUT_SMR_2	b_1rotR	b_max1len	GCUT_PEOE_0	GCUT_SLOGP_0	GCUT_SLOGP_3	GCUT_SMR_0	GCUT_SMR_2	logS	mutagenic	PEOE_VSA.0	PEOE_VSA.5	PEOE_VSA.6	PEOE_VSA.0.1	PEOE_VSA_FPOS	rsynth	SlogP_VSA5	SlogP_VSA8	SlogP_VSA9	SMR_VSA5	AMW	Mv	nTB	nR06	nR09	nR10	nR11	nR12	HNar	MSD	Wap	PW3	PW4	PJI2	Lop	T.N..P.	T.O..Cl.	SRW03	piPC06	PCD	X3A	X4A	X3Av	X5Av	MATS1m	MATS2m	MATS7m	MATS8m	MATS4v	MATS5v	MATS6v	MATS4e	MATS7e	MATS8e	MATS2p	MATS5p	MATS6p	MATS7p	MATS8p	GATS4m	GATS5m	GATS6m	GATS7m	GATS4v	GATS2e	GATS4e	GATS2p	GATS7p	GATS8p	JGI2	JGI4	JGI6	SHP2	SPAM	FDI	HOMA	G.O..F.	G.S..F.	G.F..F.	nCp	nR.Cp	nRCOOR	nArCONHR	nRCO	nCONN	nN.C.N.	nRC.N	nArC.N	nRNHR	nArNR2	nN.N	nN.	nNq	nN.CO.2	nArOR	nPyrrolidines	ntH.Thiophenes	nThiophenes	nPyridines	nPyridazines	nPyrazines	C.004	C.005	C.012	C.015	C.020	C.026	C.027	C.029	C.034	H.046	H.047	H.051	H.052	H.054	O.060	N.070	N.071	N.073	N.075	N.076	N.078	N.079	F.081	Cl.090	S.109	P.117	Ui	MLOGP2	ALOGP2	Depressant.50
Lamivudine 	0.23	0	-0.55609787	0.61437082	0.55744964	-0.40326372	0.74265057	0.125	2	-0.84333575	-1.3703718	2.3265629	-0.51998782	0.23367642	-1.3501	0	0	0	17.440542	0	0.63731533	1	16.78553	0	56.081757	34.85754	8.82	0.62	0	1	0	0	0	0	1.837	0.276	1633	0.34	0.179	0.8	0.985	0	0	0	4.489	10.634	0.188	0.122	0.113	0.035	-0.179	-0.048	-0.027	-0.048	0.138	-0.164	-0.168	0	0.442	-0.881	0.063	-0.347	0.01	0.006	-0.47	1.014	1.644	0.983	1.117	0.922	0.752	1.094	0.843	1.229	1.068	0.081	0.044	0.019	0.37	0.372	0.612	-47.459	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.386	0
Leucine_L	0.62	1	-0.54135972	0.3454479	0.2142	-5.295251e-17	0.1057	0.375	4	-0.85135913	-2.2349892	2.2927029	-0.64092076	-0.054299999	-1.07322	0	61.02544	0	24.442041	0	0.81040972	1	0	18.868406	66.652031	18.868406	5.96	0.53	0	0	0	0	0	0	1.385	0.349	96	0.266	0.093	0.667	1.436	0	0	0	0	0.943	0.248	0.169	0.152	0.046	-0.056	0.221	0	0	-0.404	-1.144	0	-0.353	0	0	0.154	-1.129	0	0	0	1.072	2.571	0	0	1.141	0.639	1.065	0.705	0	0	0.111	0.053	0	0.429	0.348	0.563	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	9.9	1.106	0
Lidocaine 	0.91000003	1	-0.39607543	0.41648832	0.36554974	-0.23405524	0.52535599	0.29411766	4	-0.87283212	-2.259675	2.5539024	-0.62904692	0.12446787	-2.4358301	0	58.816898	40.59901	33.249039	51.842564	0.73598564	1	0	0	136.06081	52.929554	5.88	0.57	0	1	0	0	0	0	1.672	0.281	1219	0.335	0.165	0.8	2.085	0	0	0	4.58	15.362	0.206	0.137	0.13	0.034	-0.14	0.096	0.125	0.186	-0.292	-0.558	-0.242	-0.288	0.125	0.184	0.079	-0.552	-0.254	0.128	0.206	1.581	2.603	1.055	0.122	1.5	0.785	1.589	0.886	0.18	0	0.091	0.051	0.029	0.333	0.309	0.563	-80.683	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	9	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1.354	1.636	0
Lopinavir	0.73000002	0	-0.53320593	0.58323425	0.67221332	-0.39308387	0.71356237	0.30612245	7	-0.83836985	-1.1666027	3.0626185	-0.53156632	0.16633688	-6.7484698	0	124.25941	25.899061	17.440542	209.92751	0.5380621	0.47826087	37.736813	37.736813	162.4097	304.83502	6.69	0.6	0	4	0	0	0	0	1.865	0.194	23347	0.331	0.179	1	0.679	0	0	0	5.632	39.55	0.19	0.127	0.103	0.034	-0.088	0.126	-0.105	-0.127	-0.237	0.055	-0.126	-0.227	-0.106	-0.128	0.173	0.057	-0.14	-0.088	-0.11	1.333	1.217	1.332	1.213	1.342	0.725	1.332	0.74	1.186	1.082	0.071	0.037	0.016	0.187	0.271	0.528	-80.683	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	23	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	4.459	8.472	27.527	0
Lysine 	0.34999999	2	-0.54390836	0.34544781	0.2142	5.5235313e-17	0.1057	0.55555558	6	-0.86313778	-2.2372377	2.2953796	-0.6432516	-0.054299999	0.21392	0	15.808495	0	62.484035	0	0.82119596	1	0	56.605217	0	56.605217	5.89	0.52	0	0	0	0	0	0	1.5	0.383	143	0.274	0.089	0.75	1.922	0	0	0	1.792	1.202	0.267	0.175	0.181	0.088	-0.063	0.156	0.878	0	-0.408	-0.612	-0.647	-0.371	0.843	0	0.052	-0.631	-0.613	1.284	0	1.172	1.407	1.582	0.699	1.209	0.768	1.168	0.852	0.243	0	0.111	0.04	0.02	0.401	0.376	0.583	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	58.343	11.338	0
Meropenem 	0.079999998	1	-0.48944488	0.49875972	0.48553723	-0.2927545	0.6363796	0.21428572	2	-0.86299348	-2.2466087	2.830689	-0.63902563	0.14353269	-1.96447	0	63.001499	0	39.948589	0	0.74080622	0.69230771	70.10186	18.868406	98.871574	18.868406	7.52	0.59	0	0	0	0	0	0	1.696	0.228	11693	0.369	0.201	1	1.251	0	0	0	5.352	7.948	0.161	0.099	0.12	0.044	-0.106	-0.135	0.011	-0.01	-0.199	-0.093	-0.255	-0.156	0.021	-0.207	0.169	-0.258	-0.194	0.047	-0.072	1.351	1.103	1.645	0.185	1.189	0.652	1.143	0.732	0.794	0.808	0.081	0.061	0.022	0.354	0.318	0.555	-63.612	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	12	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	2.322	8.755	10.568	0
Metaclopramide 	0.40000001	1	-0.46850595	0.52650082	0.52511853	-0.36650503	0.66479105	0.34999999	5	-0.88162702	-2.2596524	2.5269904	-0.62945682	0.12858056	-2.5644801	1	31.616989	53.548542	20.299505	0	0.77803081	1	35.383869	0	113.80085	68.183556	7	0.58	0	1	0	0	0	0	1.667	0.28	1922	0.346	0.164	0.833	2.228	0	10	0	5.117	17.854	0.206	0.13	0.121	0.031	-0.036	-0.071	-0.053	0.06	0.221	-0.33	0.133	0.074	-0.032	0.01	-0.006	-0.571	0.211	0.098	-0.301	0.867	1.12	1.237	0.723	1.04	0.928	1.123	0.84	0.795	1.076	0.103	0.048	0.018	0.32	0.337	0.572	-74.281	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	13	0	6	0	1	0	0	0	0	0	0	1	0	0	0	0	3	2.887	0.046	0
Metformin 	0.34	5	0.065643974	0.32277983	0.2142	0.096270002	0.25559932	0.125	2	-0.77709717	-2.2325737	1.8231597	-0.56137252	0.045102868	-0.1856	0	0	0	31.363148	0	1	1	65.794373	0	0	0	5.96	0.52	0	0	0	0	0	0	1.385	0.349	96	0.266	0.093	0.667	1.436	0	0	0	0	2.686	0.248	0.169	0.113	0.037	-1	0.98	0	0	0.95	-1	0	0.95	0	0	0.98	-1	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0.111	0.053	0	0.429	0.339	0.578	-23.229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1.585	0.108	13.28	0
Methadone 	0.82999998	1	-0.54043269	0.60950249	0.66624618	-0.39764613	0.72607607	0.29166666	7	-0.88629889	-2.259618	2.9437838	-0.63044918	0.16196965	-3.87989	0	29.408449	0	67.79892	162.50203	0.49616829	1	65.794373	37.736813	66.652031	214.16866	6.09	0.6	0	2	0	0	0	0	1.781	0.201	2714	0.354	0.194	1	1.485	0	0	0	5.537	21.34	0.179	0.107	0.113	0.035	-0.051	-0.033	0.02	0.085	-0.114	0.066	-0.137	-0.112	0.021	0.084	-0.036	0.073	-0.141	0.006	0.092	1.276	1.266	1.253	0.24	1.238	0.723	1.28	0.728	0.385	0	0.108	0.034	0.017	0.245	0.263	0.562	-80.683	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	17	2	5	0	0	0	0	0	0	0	0	1	0	0	0	0	3.807	0.176	7.612	0
Mezlocilline	0.14	0	-0.56720835	0.51611221	0.61707515	-0.38094175	0.73104131	0.17948718	2	-0.8769452	-1.4899986	2.7679114	-0.5365665	0.17630988	-4.0808601	0	90.83342	25.899061	41.49012	81.251015	0.58854944	1	31.691174	3.9819686	146.59601	88.215919	8.98	0.63	0	1	0	0	0	0	1.728	0.207	24461	0.36	0.196	0.875	0.898	0	0	0	5.574	14.96	0.163	0.107	0.109	0.035	-0.004	-0.114	-0.135	-0.023	-0.221	-0.019	0.066	-0.188	-0.149	0.105	0.267	-0.1	0.059	0.012	-0.06	0.714	0.658	0.596	0.964	1.282	0.55	1.278	0.652	0.83	1.086	0.102	0.05	0.02	0.26	0.301	0.584	-80.683	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3.807	0	0.358	0
Morphine 	0.63	1	-0.54761606	0.70196348	0.68010348	-0.45092994	0.80698466	0	1	-0.88284451	-2.2598312	3.0952969	-0.63060272	0.16777889	-1.62288	0	33.825527	20.299505	33.89946	33.825527	0.71899921	0.047619049	51.765594	18.868406	10.486856	108.30955	6.98	0.61	0	4	3	3	3	1	2.049	0.182	36235	0.398	0.238	1	0.61	0	0	0	6.188	27.027	0.147	0.086	0.099	0.031	-0.07	-0.085	0.44	-1.094	-0.206	-0.13	0.02	-0.198	0.416	-1.094	-0.091	-0.123	0.029	0.763	-1.076	1.108	1.164	1.77	1.561	1.115	0.799	1.107	0.813	1.295	3.54	0.103	0.055	0.026	0.332	0.293	0.609	-75.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	12	0	5	0	1	0	0	0	0	0	0	1	0	0	0	0	3	3.073	0.03	0
Naloxone 	0.63999999	1	-0.6529901	0.6893909	0.67298281	-0.42613658	0.83559185	0.071428575	2	-0.87336355	-2.260082	3.1608398	-0.629987	0.21449265	-2.2718501	0	63.233978	26.999058	20.299505	18.017035	0.77226001	0	18.868406	56.605217	42.58765	128.40317	7.14	0.62	0	4	3	3	3	1	1.973	0.18	49168	0.398	0.24	1	1.004	0	0	0	6.239	28.084	0.145	0.085	0.096	0.03	-0.059	-0.126	0.148	-0.318	-0.137	-0.019	0.131	-0.128	0.142	-0.319	-0.137	-0.017	0.134	0.237	-0.307	1.105	1.039	1.266	0.69	1.109	0.879	1.104	0.906	0.617	1.386	0.121	0.059	0.023	0.298	0.311	0.619	-75.618	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	11	2	6	0	1	0	0	0	0	0	0	1	0	0	0	0	3.17	4.651	0.027	0
Nicotine 	0.93000001	1	-0.49222949	0.67589355	0.59812725	-0.43746704	0.71174622	0.07692308	1	-0.88202983	-2.2501101	2.5475609	-0.63384134	0.13813895	-0.52618003	0	31.616989	20.299505	33.89946	0	0.96708095	1	32.897186	41.718781	0	107.4519	6.05	0.59	0	1	0	0	0	0	2	0.282	917	0.334	0.184	1	0.597	0	0	0	4.286	12.626	0.19	0.127	0.135	0.044	-0.262	-0.153	0	0	0.418	-0.4	0.2	0.418	0	0	-0.153	-0.4	0.2	0	0	0.6	1.65	0	0	0.6	0.971	0.6	0.971	0	0	0.078	0.026	0.021	0.35	0.324	0.595	-61.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	8	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	2.807	5.815	0.101	0
Oseltamivir 	0.13	1	-0.27827737	0.36964113	0.26778042	-0.067096338	0.29760823	0.31818181	4	-0.85544705	-2.235136	2.7883646	-0.64162993	0.013946862	-1.91959	0	137.85938	27.65803	24.442041	0	0.88130891	1	3.185575	56.605217	133.30406	74.248398	6.15	0.55	0	1	0	0	0	0	1.65	0.239	2443	0.321	0.171	1	1.882	0	0	0	4.585	6.083	0.191	0.121	0.115	0.035	-0.169	-0.042	-0.376	0.014	-0.192	0.418	0.029	-0.194	-0.374	0.017	-0.058	0.415	0.035	-0.393	-0.03	1.088	0.643	0.753	1.374	1.091	1.022	1.088	1.043	1.375	1.441	0.084	0.05	0.028	0.297	0.299	0.545	-63.612	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	3	9	0	1	0	0	0	0	0	0	1	0	0	0	0	2	7.747	0.002	0
Ouabain 	0.07	0	-0.61262614	0.68681115	0.53173184	-0.4826197	0.77703857	0.086956523	2	-0.8036803	-0.95197034	3.5979648	-0.53923661	0.19501831	-1.83058	0	144.48499	29.416998	0	2.2085397	0.711218	1	3.185575	132.07884	66.652031	149.72202	6.88	0.57	0	4	1	2	0	0	1.796	0.186	180066	0.405	0.218	1	0.771	0	0	0	5.737	8.604	0.157	0.096	0.105	0.035	-0.047	-0.017	-0.099	-0.013	0.039	-0.102	0.039	0.039	-0.099	-0.013	-0.017	-0.102	0.039	-0.099	-0.013	0.912	1.063	0.949	1.107	0.912	0.806	0.912	0.806	1.107	1.01	0.132	0.058	0.027	0.227	0.267	0.557	-63.612	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	12	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	1.585	0.366	4.713	0
PCB_52 	0.74000001	0	-0.68197507	0.67087197	1.0552236	-0.36568961	1.0491397	0.05882353	1	-0.71707195	-0.52177364	2.4566741	-0.3890076	0.46911696	-6.7484198	0	99.268044	0	0	0	0.49791926	0	0	0	156.59457	105.85911	13.27	0.81	0	2	0	0	0	0	1.778	0.247	1969	0.339	0.179	0.75	0.75	0	0	0	5.602	28.702	0.186	0.114	0.109	0.038	0.02	-0.111	0.333	0	1	1	1	-0.333	0.333	0	-0.111	0.193	0.111	0.333	0	1.25	1.053	1.25	1.25	0	0.833	1.25	0.833	1.25	0	0.093	0.061	0.02	0.357	0.362	0.626	-80.683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7	35.867	36.072	0
Pentamidine	0.039999999	4	-0.56768292	0.64677924	0.66572243	-0.37952936	0.78258634	0.38461539	6	-0.79390907	-2.1879876	2.5847871	-0.55977851	0.18186016	-4.74227	0	173.89345	0	22.381124	0	0.98517185	1	0	56.605217	10.486856	197.75069	6.72	0.6	0	2	0	0	0	0	1.852	0.345	6582	0.308	0.143	1	0.9	0	0	0	5.43	31.109	0.208	0.139	0.099	0.03	-0.12	-0.081	-0.106	-0.327	-0.294	-0.237	1.236	-0.269	-0.104	-0.326	-0.012	-0.234	1.221	-0.117	-0.329	1.221	1.271	0.266	0.848	1.242	1.086	1.218	0.96	0.868	1.392	0.074	0.031	0.013	0.29	0.356	0.599	-73.501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	12	0	4	0	2	0	0	0	0	0	0	2	0	0	0	0	3.907	5.088	0.592	0
Phenobarbitone	0.51999998	0	-0.55450386	0.55760205	0.67126656	-0.38156867	0.7004329	0.11111111	3	-0.76103753	-1.183949	2.5106981	-0.51807946	0.16946924	-2.94871	0	45.216946	25.899061	17.440542	81.251015	0.39913085	1	0	18.868406	57.188232	107.08433	8.01	0.64	0	2	0	0	0	0	1.774	0.226	1899	0.381	0.217	1	0.972	0	0	0	5.042	16.091	0.171	0.12	0.082	0.023	-0.067	0.342	-0.674	-1.195	0.229	-0.347	-0.586	0.262	-0.676	-1.196	0.46	-0.355	-0.59	-0.635	-1.152	0.97	1.216	1.719	2.083	0.977	0.426	0.97	0.364	1.892	2.838	0.111	0.037	0.028	0.297	0.327	0.581	-80.683	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.322	0.607	1.744	0
Phenytoin	0.51999998	0	-0.64884627	0.69777596	0.80591482	-0.49986199	0.85431087	0.095238097	2	-0.78786528	-1.1955063	2.5899959	-0.45881784	0.19305076	-3.67628	0	4.4170794	12.949531	17.440542	158.08495	0.15042564	1	0	0	23.862217	176.43184	8.14	0.68	0	2	0	0	0	0	1.983	0.215	3013	0.358	0.22	1	0.565	0	0	0	5.602	21.428	0.165	0.108	0.076	0.022	-0.048	0.362	-0.26	0.234	-0.067	-0.322	-0.338	-0.016	-0.261	0.232	0.451	-0.326	-0.334	-0.224	0.256	1.077	1.406	1.603	1.479	1.118	0.409	1.073	0.407	1.279	0	0.089	0.03	0.016	0.267	0.311	0.586	-80.683	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.907	3.221	4.431	0
Prednisolone 	0.38	0	-0.51778781	0.56173956	0.50613433	-0.3849467	0.67450255	0.068965517	4	-0.80053228	-0.94576418	3.3533049	-0.53696847	0.15359394	-3.3569	0	176.10197	0	0	18.017035	0.72251111	1	3.185575	94.342026	66.652031	147.27158	6.68	0.59	0	3	1	2	0	0	1.783	0.196	27609	0.405	0.215	1	1.052	0	0	0	5.537	16.496	0.158	0.095	0.113	0.039	0.025	-0.02	0.104	-0.417	-0.078	-0.169	-0.043	-0.078	0.104	-0.417	-0.02	-0.169	-0.043	0.104	-0.417	0.974	1.253	1.032	1.161	0.974	0.645	0.974	0.645	1.161	1.639	0.144	0.058	0.032	0.286	0.287	0.577	-70.44	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2.322	2.334	1.425	0
Propofol	0.50999999	0	-0.35760164	0.48118311	0.44190437	-0.21904299	0.59740454	0.15384616	2	-0.78530598	-0.76212394	2.6472328	-0.52217674	0.13392663	-3.4047501	0	126.46796	0	0	47.425484	0.68868542	1	0	0	138.54749	52.929554	5.75	0.58	0	1	0	0	0	0	1.592	0.265	611	0.346	0.173	1	1.23	0	0	0	4.616	9.247	0.188	0.133	0.106	0.035	0	-0.037	0	0	-0.255	0.083	0.083	-0.255	0	0	-0.037	0.083	0.083	0	0	2.031	0	0	0	2.031	0.722	2.031	0.722	0	0	0.111	0.041	0	0.39	0.307	0.569	-80.683	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.807	11.463	15.61	0
Pyridoxal 	0.37	0	-0.5812481	0.60609919	0.56934547	-0.35703763	0.79332489	0.16666667	2	-0.78684998	-0.78147364	2.2666287	-0.49546313	0.24776334	0.14469001	0	2.2085397	0	0	0	0.70971113	1	0	0	59.495701	38.140617	7.96	0.62	0	1	0	0	0	0	1.636	0.269	506	0.373	0.19	1	1.258	0	0	0	4.691	12.946	0.198	0.131	0.078	0.022	-0.066	-0.082	0	0	-0.236	0.757	-1.102	-0.251	0	0	-0.113	0.762	-1.092	0	0	1.423	0.925	2.467	0	1.388	0.729	1.426	0.796	0	0	0.125	0.065	0	0.371	0.369	0.608	-59.918	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0.001	0.023	0
Pyridoxal_5_phosphate 	0.07	0	-0.5417878	0.20953828	0.27923441	-0.10762995	0.40198356	0.25	4	-0.91585225	-1.349	2.3298142	-0.48125842	0.071971379	0.21407001	0	22.058474	0	0	2.2085397	0.5992381	1	0	0	75.172226	38.140617	10.21	0.64	0	1	0	0	0	0	1.587	0.271	1074	0.313	0.147	1	1.656	5	0	0	4.977	16.511	0.196	0.125	0.091	0.028	0.379	0.057	-0.225	-0.16	-0.197	-0.117	-0.563	-0.235	0.732	-0.982	0.255	0.017	-0.434	0.544	-0.376	1.109	1.709	1.613	0.917	1.103	0.402	1.143	0.339	0.575	0.846	0.106	0.06	0.03	0.336	0.392	0.601	-59.918	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3.17	0	2.652	0
Pyridoxine 	0.56	0	-0.61088532	0.66312599	0.58089173	-0.4126929	0.82390565	0.16666667	2	-0.78810817	-0.78201151	2.3554318	-0.4979749	0.24783219	0.37977999	0	4.4170794	0	0	0	0.70971113	1	0	0	80.421959	59.066875	7.36	0.59	0	1	0	0	0	0	1.636	0.269	506	0.373	0.19	1	1.258	0	0	0	4.594	11.112	0.198	0.131	0.084	0.023	-0.066	-0.082	0	0	-0.236	0.757	-1.102	-0.251	0	0	-0.113	0.762	-1.092	0	0	1.423	0.925	2.467	0	1.388	0.729	1.426	0.796	0	0	0.125	0.065	0	0.371	0.353	0.601	-61.532	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	4	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2.807	0.524	0.265	0
Pyrimethamine  	1	0	-0.66643822	0.62714374	0.78904641	-0.42413312	0.85897279	0.11111111	2	-0.78599322	-1.3403713	2.5110989	-0.51315361	0.28392535	-4.3183298	1	112.868	0	0	0	0.66387451	1	18.868406	0	76.701675	155.23552	8.29	0.66	0	2	0	0	0	0	1.789	0.25	2252	0.342	0.193	0.8	0.972	0	0	0	5.725	28.415	0.182	0.119	0.086	0.025	-0.007	-0.04	-0.1	-0.895	0.008	-0.381	-0.237	-0.08	0.869	-1.286	0.519	-0.265	-0.101	-1.183	0.26	0.387	0.489	1.47	3.817	1.09	0.625	0.873	0.412	2.791	1.291	0.08	0.049	0.035	0.34	0.343	0.589	-63.005	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3.7	9.293	7.565	0
Riboflavine	0.69	0	-0.52553868	0.56116146	0.49368736	-0.35686636	0.67054188	0.21212122	8	-0.91667342	-1.349	2.7540584	-0.52536899	0.16276495	-3.0132101	0	112.49236	0	30.390074	4.4170794	0.62826413	1	33.57106	0	111.70427	35.286369	9.09	0.62	0	3	0	2	0	0	1.699	0.211	21720	0.334	0.164	0.857	1.805	37	0	0	6.229	48.378	0.179	0.106	0.084	0.022	0.401	0.063	-0.012	-0.193	0.081	0.02	-0.086	0.094	-0.095	-0.102	0.196	-0.026	-0.083	-0.082	0.081	0.615	0.633	0.684	0.513	0.755	0.533	0.726	0.435	0.811	0.884	0.093	0.056	0.027	0.282	0.323	0.587	-56.951	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3.585	0.381	1.569	0
Rifabutin 	0.37	1	-0.45447755	0.54941279	0.52300256	-0.33788756	0.66432488	0.060606062	3	-0.88343614	-2.2598433	3.3340991	-0.6300866	0.15373567	-7.7802501	1	273.51019	89.665092	0	31.616989	0.79998958	0.52459013	60.868469	37.736813	343.74701	128.01059	6.84	0.59	0	3	2	1	0	0	1.743	0.153	862393	0.365	0.187	0.75	0.992	0	0	0	7.004	107.417	0.172	0.101	0.096	0.026	-0.116	-0.043	-0.125	0.057	0.115	-0.154	0.188	0.115	-0.125	0.057	-0.054	-0.149	0.183	-0.124	0.053	0.806	1.196	0.881	1.154	0.812	0.891	0.806	0.932	1.154	0.943	0.097	0.051	0.024	0.182	0.242	0.578	-62.389	0	0	0	10	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	24	17	3	2	4	2	0	0	0	0	0	0	1	0	0	0	0	4	2.015	4.663	0
Rifampicin 	0.12	1	-0.50129062	0.5529567	0.5327912	-0.32249326	0.66527396	0.063492067	2	-0.8872683	-2.2598255	3.2598784	-0.63007617	0.14691918	-5.4970298	1	214.6933	28.766575	74.498474	31.616989	0.78223664	0.49152541	77.408951	0	277.09497	107.48813	6.98	0.59	0	3	1	1	0	0	1.723	0.156	409467	0.368	0.185	0.75	0.887	0	0	0	6.845	112.008	0.179	0.105	0.094	0.025	-0.115	-0.064	-0.094	0.114	0.066	-0.11	0.169	0.061	-0.095	0.113	-0.077	-0.108	0.159	-0.084	0.136	0.911	1.204	0.885	1.087	0.904	0.923	0.912	0.946	1.083	0.837	0.104	0.05	0.022	0.177	0.224	0.551	-67.811	0	0	0	8	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	18	22	3	1	0	2	0	0	0	0	0	0	1	0	0	0	0	4	9.716	0.004	0
