CI	ast_fraglike	ast_fraglike_ext	ast_violation	a_don	a_ICM	BCUT_SLOGP_1	BCUT_SLOGP_3	BCUT_SMR_0	b_1rotN	b_double	chiral_u	density	FCharge	GCUT_PEOE_1	GCUT_PEOE_2	GCUT_SLOGP_1	GCUT_SLOGP_2	GCUT_SMR_1	lip_violation	logP.o.w.	opr_leadlike	PEOE_PC.	PEOE_PC..1	PEOE_RPC.	PEOE_RPC..1	PEOE_VSA.1	PEOE_VSA.2	PEOE_VSA.3	PEOE_VSA.4	PEOE_VSA.1.1	PEOE_VSA.2.1	PEOE_VSA.3.1	PEOE_VSA.4.1	PEOE_VSA.5.1	PEOE_VSA.6.1	PEOE_VSA_FHYD	PEOE_VSA_FPNEG	PEOE_VSA_FPPOS	PEOE_VSA_NEG	PEOE_VSA_PNEG	PEOE_VSA_POL	PEOE_VSA_PPOS	reactive	SlogP_VSA0	SlogP_VSA1	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA6	SMR_VSA1	SMR_VSA2	SMR_VSA3	SMR_VSA4	vsa_acc	vsa_base	vsa_don	vsa_other	vsa_pol	Ms	ARR	nCIR	nAB	nH	nN	nO	nR05	nR07	nR08	TI2	J	Jhetp	MAXDN	MAXDP	S3K	PW2	D.Dr05	D.Dr06	D.Dr08	D.Dr09	D.Dr10	T.Cl..Cl.	SRW05	MPC10	PCR	X0Av	X1Av	ATS7m	MATS3m	MATS4m	MATS5m	MATS1v	MATS2v	MATS3v	MATS8v	MATS3p	MATS4p	GATS1m	GATS2m	GATS3m	GATS8m	GATS3v	GATS8v	GATS3e	GATS5e	GATS7e	GATS8e	GATS1p	GATS3p	JGI1	JGI3	JGI5	JGI7	JGI8	JGI9	JGI10	JGT	DP20	J3D	PJI3	L.Bw	AROM	DISPm	DISPv	DISPe	G.N..N.	G.N..O.	G.N..S.	G.N..Cl.	G.O..O.	G.S..S.	nCs	nCrs	nCrt	nCbH	nCb.	nCconj	nArCOOR	nRCONH2	nRCONHR	nRCONR2	nROCON	nArCO	nC..N.N2	nArNH2	nArNHR	nRNR2	nArOH	nOHp	nOHs	nOHt	nRSR	nArX	nBeta.Lactams	nOxolanes	nThiazoles	nHBonds	C.003	C.007	C.008	C.009	C.011	C.016	C.017	C.018	C.019	C.025	C.028	C.031	C.032	C.033	C.037	C.040	C.041	C.043	C.044	H.048	H.049	H.053	O.056	O.059	N.066	N.067	N.068	N.072	N.074	Cl.089	S.107	S.108	S.110	Hy	MLOGP	ALOGP	LAI	GVWAI.50	Inflammat.80	Inflammat.50	Depressant.80	Psychotic.80	Hypertens.80	Hypertens.50	Hypnotic.80	Hypnotic.50	Neoplastic.80	Neoplastic.50	Infective.50	ALOGPS_logP	ALOGPS_logS
0.14	0	0	2	2	1.9087671	-0.50713056	2.7525263	-2.3905849	7	5	4	0.95562977	-1	-0.42329454	0.055439346	-0.46687236	0.10993873	-0.20954803	2	-0.103	0	2.9061685	-3.9061685	0.20808381	0.14009644	35.008007	30.839645	28.975119	24.140093	0	19.760618	0	5.6825762	27.133842	59.95026	0.60868341	0.196972	0.19434462	193.77831	92.766678	184.29596	91.529274	0	78.704842	77.58036	88.53846	36.879158	3.185575	0	7.7671885	36.0215	17.478609	0	113.41805	0	11.365152	85.594254	124.7832	2.93	0.154	5	6	24	5	8	2	1	0	5.152	1.443	1.126	4.786	6.269	4.795	0.614	219.763	136.398	0	0	0	0	20	195	1.121	0.587	0.349	4.301	-0.027	0.017	0.063	-0.202	0.31	-0.102	0.049	-0.11	-0.201	1.286	1.129	0.909	1.245	0.965	0.871	0.96	0.951	1.031	0.794	1.193	0.966	0.256	0.085	0.029	0.016	0.015	0.011	0.01	0.593	2.475	3.366	0.926	5.6	1	3.697	4.683	0.129	31.298	149.104	35.171	0	143.362	6.737	3	2	1	5	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	5	0	0	1	0	1	0.341	-0.015	-0.598	1	0	0	0	0	0	0	0	0	0	0	0	0	0.71	-2.83
0.63	1	1	0	2	1.4385198	-0.59377104	2.8265595	-2.6657078	0	1	5	0.82472324	1	-0.38009062	0.11747791	-0.35664758	0.13711339	-0.23345475	0	0.93699998	1	1.8876671	-0.88766706	0.19359867	0.3693293	33.825527	8.458519	16.917038	15.158071	0	0	13.566921	13.566921	0	2.503756	0.62174481	0.071157433	0.30709776	63.463127	16.070677	85.427711	69.35704	0	64.894653	0	16.919268	18.439579	10.781946	0	61.77034	4.4107962	33.777275	0	2.503756	0	0	0	29.637598	2.14	0.24	24	6	20	1	3	1	0	1	0.892	1.652	1.556	1.918	4.447	1.265	0.619	18.099	98.815	32.557	107.483	125.421	0	10	387	1.244	0.577	0.32	1.586	0.152	-0.199	-0.143	-0.082	-0.089	0.138	-1.085	0.131	-0.208	0.713	0.8	0.746	3.749	0.751	3.617	0.746	1.164	1.581	3.76	0.767	0.753	0.2	0.054	0.031	0.029	0	0	0	0.499	0	3.566	0.969	2.88	0.927	3.375	4.818	0.128	0	7.13	0	0	8.676	0	5	5	1	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.015	-1.753	-0.174	0	0	0	0	0	0	1	0	0	0	1	0	0	-0.77	-3.51
0.63999999	0	0	2	2	1.4622985	-0.61322039	2.8395381	-2.6922629	2	2	4	0.83459365	1	-0.3919456	0.13012502	-0.38252735	0.11592765	-0.24891149	0	1.161	1	2.1576242	-1.1576244	0.14580202	0.27928782	63.233978	8.458519	25.375559	0	0	0	13.566921	13.566921	13.566921	2.503756	0.71380275	0.11024983	0.17594741	61.221554	29.637598	76.936165	47.298565	1	64.894653	5.6876111	34.312836	36.879158	6.37115	0	61.77034	0	27.308624	0	16.070677	0	0	8.458519	43.204517	2.32	0.214	24	6	22	1	4	1	0	1	1.326	1.638	1.501	2.214	5.849	1.513	0.61	22.777	122.437	39.767	133.516	153.798	0	10	479	1.225	0.568	0.318	2.582	0.062	-0.129	-0.023	-0.07	-0.133	0.061	-0.312	0.06	-0.141	0.694	0.881	0.888	1.447	0.89	1.408	0.888	1.039	0.695	1.45	0.741	0.891	0.214	0.06	0.031	0.022	0.019	0.012	0	0.562	0.002	3.536	0.917	4	0.913	5.463	3.936	0.16	0	10.107	0	0	18.364	0	6	6	1	2	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.957	-2.157	-0.166	0	0	0	0	0	0	1	0	0	0	1	0	0	1.26	-3.87
0.93000001	1	1	0	0	1.2799749	-0.50817227	2.7115939	-2.4088209	1	0	1	0.72384429	1	-0.33179414	0.10338774	-0.26710916	0.1508303	-0.20998526	0	1.375	1	1.353628	-0.35362798	0.27017874	0.68558401	54.125034	20.299505	0	6.6995511	0	0	0	5.6825762	0	0	0.61429685	0.032919068	0.3527841	5.6825762	5.6825762	66.581093	60.898518	0	3.1243138	16.78553	0	18.439579	3.185575	0	16.78553	0	7.1675434	0	5.6825762	0	0	0	5.6825762	1.85	0.462	2	6	15	2	0	1	0	0	2.049	1.886	1.859	0.64	1.15	1.513	0.564	28.853	33.68	0	0	0	0	10	6	1.303	0.628	0.367	0	-0.143	0.418	-0.4	-0.262	-0.153	-0.143	0	-0.143	0.418	1.269	0.971	0.943	0	0.943	0	0.943	1.65	0	0	1.269	0.943	0.115	0.049	0.018	0	0	0	0	0.308	0	4.716	0.861	3.31	1	3.663	3.196	0.06	2.548	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	-0.244	-2.412	-0.318	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.76	-3.31
0.13	0	0	1	1	1.4590636	-0.19366091	2.6845286	-2.5112829	7	3	3	0.80237812	1	-0.31411785	0.094472416	-0.29024222	0.054200001	-0.15116322	0	1.347	1	2.4103453	-1.4103454	0.18327796	0.24966864	29.408449	24.267014	30.516994	6.6995511	0	0	0	5.6825762	29.637598	2.503756	0.6967963	0.11869109	0.1845126	37.823929	37.823929	96.62355	58.799622	0	50.90794	13.004248	90.625443	20.926258	0	0	0	50.90794	24.086811	0	29.637598	17.742489	23.425066	30.161787	53.062664	2.4	0	1	0	29	2	4	0	0	0	2.61	2.795	2.085	1.99	4.982	5.584	0.558	0	82.605	0	0	0	0	0	19	1.097	0.652	0.374	3.401	-0.182	-0.194	0.417	-0.178	-0.052	-0.162	-0.016	-0.15	-0.191	0.958	1.023	1.097	1.515	1.088	1.469	1.098	0.643	1.373	1.518	0.975	1.083	0.25	0.051	0.026	0.018	0.006	0.011	0	0.525	0.002	8.852	0.844	3.08	0	4.458	1.951	0.142	1.65	19.466	0	0	17.614	0	7	4	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1.87	-2.783	0.041	0	0	0	0	0	0	1	0	0	0	1	1	0	-0.19	-3.61
0.07	0	0	3	8	1.4197911	-0.631899	3.0139854	-2.7504849	4	2	15	0.91108978	0	-0.4174265	0.10978108	-0.39537773	-0.0075480784	-0.25684407	3	-0.97500002	0	2.9884975	-2.9884975	0.098930918	0.11072643	47.425484	8.458519	69.492508	25.375559	0	0	0	108.53537	16.070677	5.0075121	0.59602249	0.28394377	0.12003378	131.8221	129.61356	184.40611	54.792557	1	203.08182	7.7454643	110.66893	41.852516	13.232388	0	203.08182	13.232388	56.992622	0	18.574432	0	0	31.920755	127.1098	2.63	0	12	0	44	0	12	2	0	0	3.781	1.267	1.034	2.925	6.397	4.034	0.625	161.659	344.545	0	122.491	252.634	0	20	636	1.044	0.573	0.323	4.397	-0.006	0.039	-0.102	-0.047	-0.017	-0.006	-0.013	-0.006	0.039	0.768	0.806	0.877	1.01	0.877	1.01	0.877	1.063	1.107	1.01	0.768	0.877	0.283	0.076	0.036	0.019	0.016	0.011	0.011	0.668	2.364	3.708	0.952	5.62	0	1.29	2.697	0.136	0	0	0	0	270.992	0	14	14	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	4	3	0	7	1	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	8	2	0	0	0	0	0	0	0	0	0	4.601	-0.605	-2.171	1	0	0	0	0	0	0	0	0	0	0	0	0	-1.03	-2.1
0.74000001	0	0	1	0	1.4353714	-0.38159645	2.4606605	-1.8656989	1	0	0	0.98614144	0	-0.41619763	0.050689459	-0.17376873	0.49267545	-0.1308099	1	6.3039999	1	0.32897511	-0.32897511	0.17546871	0.25	18.078985	0	0	0	118.32779	0	0	0	0	0	1	0	0	118.32779	0	0	0	0	0	0	0	0	0	14.002426	0	0	14.002426	6.37115	0	0	0	0	0	2.4	0.706	2	12	6	0	0	0	0	0	2.231	2.024	2.737	1.075	1.984	2.653	0.591	0	95.52	0	0	0	34	0	18	1.517	0.687	0.353	2.81	-0.222	-0.333	0.193	1	1	1	0	-0.222	-0.333	0.588	0.833	1.042	0	0	0	1.042	1.053	1.25	0	0.588	1.042	0.235	0.052	0.025	0.014	0	0	0	0.5	0	3.667	0.75	1.76	1	0.001	0.002	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	-0.734	5.989	6.006	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24	-6.95
0.039999999	0	0	1	0	1.4974831	-0.53072333	2.6738203	-2.3826559	10	2	0	0.78128183	2	-0.38222876	0.14103027	-0.31895164	0.12720254	-0.19806795	1	3.108	1	2.6607685	-0.66076845	0.17912497	0.5	21.334118	44.116947	0	70.969955	0	0	0	0	0	5.0075121	0.70874238	0.01482815	0.27642944	5.0075121	5.0075121	98.358597	93.351082	0	151.13808	4.6558404	0	41.852516	6.37115	0	85.343712	0	16.858006	65.794373	5.0075121	70.969955	70.969955	22.381124	75.97747	2.26	0.462	2	12	26	4	2	0	0	0	7.533	1.394	1.115	1.356	2.183	6.758	0.564	0	202.461	0	0	0	0	0	32	1.343	0.582	0.324	3.012	-0.259	-0.271	-0.237	-0.114	-0.036	-0.268	-0.331	-0.269	-0.302	0.977	1.078	1.271	1.495	1.243	1.427	1.273	1.276	0.846	1.501	0.91	1.228	0.173	0.027	0.03	0.01	0.007	0.008	0.007	0.379	4.993	4.006	0.964	20.09	1	0.664	1.018	0.007	43.011	46.158	0	0	4.287	0	3	0	0	8	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5.343	2.256	-0.77	0	0	0	0	0	0	0	0	0	0	1	0	0	0.1	-5.91
0.51999998	1	1	0	2	1.6581883	-0.50674492	2.6011665	-2.3223538	2	3	0	0.84546036	0	-0.43633094	0.086986333	-0.3545354	0.1554832	-0.21506928	0	1.7180001	1	1.1037036	-1.1037036	0.33847693	0.24392195	0	0	0	0	0	0	11.365152	13.566921	27.133842	0	0.62122393	0.18344131	0.19533478	133.31693	40.700764	84.040367	43.339603	0	36.0215	15.347524	47.724434	0	3.185575	0	0	36.0215	3.185575	0	40.700764	0	11.365152	43.339603	52.065914	2.79	0.333	2	6	12	2	3	0	0	0	1.861	2.204	2.155	2.56	4.976	1.696	0.585	0	105.978	0	0	0	0	0	16	1.29	0.548	0.296	1.54	-0.288	0.26	-0.327	-0.087	0.425	-0.303	-1.172	-0.308	0.212	0.695	0.42	1.16	3.125	1.172	2.943	1.158	1.214	2.094	3.141	0.771	1.175	0.25	0.077	0.029	0.016	0.02	0	0	0.568	0	4.875	0.738	2.42	1	5.308	2.835	0.208	0	4.95	0	0	8.574	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.468	0.779	1.321	0	0	0	0	0	0	1	0	1	1	1	0	0	1.4	-2.93
0.51999998	1	1	0	2	1.5470057	-0.53807992	2.5287292	-2.1174004	2	2	0	0.79822212	0	-0.39797416	0.079514876	-0.28879461	0.16445385	-0.21605732	0	2.4489999	1	0.87477577	-0.87477577	0.42046058	0.30557543	0	0	0	0	0	0	5.6825762	19.249496	13.566921	0	0.72684127	0.14182231	0.13133641	196.58394	32.816418	63.20649	30.390074	0	36.0215	10.088739	23.862217	0	6.37115	0	0	36.0215	6.37115	0	27.133842	0	11.365152	30.390074	38.498993	2.47	0.571	3	12	12	2	2	1	0	0	1.935	1.849	1.959	2.389	5.313	1.783	0.577	48.54	117.901	0	0	0	0	10	28	1.348	0.531	0.285	2.037	-0.059	-0.021	-0.309	-0.063	0.426	-0.057	0.25	-0.057	-0.088	0.635	0.407	0.937	0	0.946	0	0.936	1.407	1.492	0	0.711	0.951	0.19	0.069	0.018	0.017	0	0	0	0.429	0	3.931	0.676	1.36	1	4.233	0.91	0.207	0	2.135	0	0	2.904	0	0	0	1	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.341	1.795	2.105	0	0	1	0	0	0	1	0	1	1	1	0	1	2.26	-3.55
0.38	0	0	2	3	1.3390682	-0.48167238	3.0055456	-2.6753612	2	4	7	0.82953542	0	-0.40547305	0.043977506	-0.35328117	0.00052518409	-0.22655044	0	1.778	1	1.2878056	-1.2878056	0.19289149	0.22575727	0	0	16.917038	30.516994	0	0	0	40.700764	27.133842	0	0.68210882	0.2192544	0.098636754	85.851639	67.834602	98.351601	30.516994	1	76.155678	11.375222	54.193081	20.926258	13.232388	0	76.155678	13.232388	9.6542244	0	27.133842	0	0	16.917038	67.834602	2.5	0	10	0	28	0	5	1	0	0	2.111	1.677	1.643	2.812	5.35	2.178	0.623	37.415	125.669	0	61.884	139.176	0	10	291	1.142	0.594	0.333	3.386	0.1	-0.078	-0.169	0.025	-0.02	0.1	-0.417	0.1	-0.078	0.534	0.645	0.682	1.639	0.682	1.639	0.682	1.253	1.161	1.639	0.534	0.682	0.293	0.074	0.035	0.02	0.017	0.011	0.011	0.695	0.038	4.458	0.921	5.95	0	2.398	4.068	0.087	0	0	0	0	41.205	0	6	6	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	3	0	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0.898	1.528	1.194	0	0	0	0	0	0	1	1	0	0	1	1	0	1.66	-3.18
0.50999999	0	0	1	1	1.1452221	-0.29330131	2.6915472	-2.3018684	2	0	0	0.69801164	0	-0.31050372	0.027316008	-0.19434766	-0.015624896	-0.14928514	0	3.8800001	1	0.19565572	-0.19565572	0.62789631	0.97426409	0	8.458519	0	0	0	0	13.566921	0	0	0	1	0	0	60.992405	0	0	0	0	25.385227	0	0	0	6.37115	8.8215923	25.385227	0	20.436171	0	0	0	0	0	13.566921	2.13	0.462	1	6	18	0	1	0	0	0	1.856	2.6	3.006	1.188	3.93	2.101	0.589	0	42.762	0	0	0	0	0	0	1.256	0.68	0.373	0	-0.145	-0.255	0.083	0	-0.037	-0.145	0	-0.145	-0.255	0.5	0.722	1.368	0	1.368	0	1.368	0	0	0	0.5	1.368	0.231	0.076	0.059	0	0	0	0	0.517	0	6.92	0.921	2.35	1	0.878	2.297	0.031	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.352	3.386	3.951	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81	-3.05
0.37	0	0	1	2	1.6644977	-0.5414536	2.4376423	-2.0436008	2	1	0	0.8692863	0	-0.44701442	0.069296874	-0.34469682	0.0053006681	-0.22045422	0	0.023	1	0.93312508	-0.93312508	0.25298417	0.30336973	58.616047	8.458519	0	44.116947	0	0	13.566921	19.249496	13.566921	0	0.51851463	0.20538065	0.27610472	46.383339	32.816418	76.933365	44.116947	1	50.770454	16.78553	20.14522	0	32.990112	0	67.555984	0	14.371325	0	19.249496	0	0	22.058474	46.383339	3.01	0.5	1	6	9	1	3	0	0	0	1.244	2.58	2.745	1.823	3.46	1.522	0.567	0	38.248	0	0	0	0	0	0	1.38	0.551	0.287	0	-0.221	-0.249	0.739	-0.082	-0.103	-0.208	0	-0.201	-0.229	0.72	0.733	1.062	0	1.054	0	1.063	0.932	0	0	0.773	1.05	0.208	0.063	0.03	0	0	0	0	0.491	0	5.171	0.818	2.43	1	2.089	1.407	0.166	0	8.016	0	0	6.275	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0.671	-0.035	-0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	-1.16
0.07	0	0	1	1	1.9387219	-0.83417457	2.5103528	-2.0716379	4	1	0	1.0213779	-2	-0.60935271	-0.085176952	-0.47915238	-0.018653398	-0.17986456	0	-0.96399999	1	0.75696713	-2.7569671	0.31172436	0.18610539	77.329117	8.458519	0	22.058474	0	0	13.566921	5.6825762	13.566921	51.853382	0.5702551	0.32799113	0.10175375	86.878342	71.102875	93.161354	22.058474	1	92.686523	16.78553	27.066851	0	32.990112	0	42.170757	0	14.371325	0	71.102875	0	0	40.771542	84.6698	3.47	0.375	1	6	8	1	6	0	0	0	2.97	2.518	2.371	5.919	3.656	3.305	0.595	0	56.51	0	0	0	0	0	4	1.35	0.567	0.345	2.903	-0.026	-0.26	-0.386	-0.413	0.455	-0.16	-0.933	-0.055	0.016	1.34	0.426	0.543	0.359	0.923	1.836	0.95	1.154	0.593	1.935	2.047	0.571	0.313	0.057	0.04	0.018	0	0	0	0.623	0	5.325	0.888	5.25	1	8.489	2.5	0.387	0	18.562	0	0	29.964	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0.015	-0.004	-1.628	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3	-0.98
0.56	0	0	1	3	1.6188387	-0.59132522	2.5084975	-2.105444	2	0	0	0.8692863	0	-0.42872486	0.11587641	-0.35701299	-0.0013456972	-0.22535171	0	-0.426	1	0.86554253	-0.86554253	0.24319007	0.28460363	56.407505	8.458519	0	44.116947	0	0	13.566921	32.816418	0	0	0.51851463	0.20538065	0.27610472	46.383339	32.816418	76.933365	44.116947	0	76.155678	16.78553	0	0	9.1278973	0	92.941208	0	14.371325	0	5.6825762	0	0	0	46.383339	2.89	0.5	1	6	11	1	3	0	0	0	1.244	2.58	2.611	1.787	3.376	1.636	0.567	0	38.248	0	0	0	0	0	0	1.326	0.565	0.299	0	-0.221	-0.249	0.739	-0.082	-0.103	-0.208	0	-0.201	-0.229	0.72	0.733	1.062	0	1.054	0	1.063	0.932	0	0	0.773	1.05	0.208	0.063	0.03	0	0	0	0	0.491	0	5.539	0.818	2.4	1	0.394	3.962	0.101	0	8.016	0	0	6.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1.555	-0.724	-0.514	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57	-1.02
1	1	1	0	2	1.602715	-0.56053358	2.492974	-2.1541901	2	0	0	0.84827769	0	-0.42242125	0.046621375	-0.28090447	0.1962709	-0.21289654	0	2.24	1	0.64010561	-0.64010561	0.37185004	0.34173262	11.219297	0	11.190562	15.681574	65.066925	0	0	11.365152	0	0	0.88105655	0.049980547	0.068962879	76.432076	11.365152	27.046726	15.681574	0	65.794373	33.57106	0	0	2.7567475	3.5006065	33.57106	0	6.2573543	10.598163	11.365152	0	35.484978	26.872137	46.850132	2.33	0.667	2	12	13	4	0	0	0	0	2.248	2.008	2.336	1.461	1.904	2.443	0.579	0	105.02	0	0	0	0	0	22	1.487	0.6	0.315	2.924	-0.045	-0.007	-0.027	-0.128	0.569	-0.195	-0.128	-0.124	0.056	0.502	0.703	0.691	5.797	1.006	0.872	0.98	1.103	1.244	3.563	0.761	0.889	0.222	0.067	0.025	0.015	0.022	0	0	0.517	0	4.441	0.888	3.86	1	5.751	4.553	0.056	5.333	0	0	18.557	0	0	1	0	0	4	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2.12	3.048	2.751	0	1	1	0	0	0	1	0	1	1	1	0	1	2.62	-3.14
0.69	0	0	3	4	1.9093199	-0.74058515	2.542449	-2.4212401	7	4	3	0.98044693	-2	-0.5330255	0.070542395	-0.48926413	0.024255216	-0.20441848	1	-2.1989999	0	2.1134226	-4.1134224	0.17639486	0.12473696	32.112171	20.299505	26.348633	16.917038	0	0	11.365152	59.95026	13.566921	51.853382	0.54524112	0.33017227	0.12458663	141.15279	125.37056	172.67767	47.307114	1	164.59204	15.173408	50.189793	39.365837	6.37115	0	109.72674	21.135065	25.777098	5.513495	90.352379	0	5.6825762	66.993256	136.73572	3.1	0.182	6	6	19	4	9	0	0	0	4.59	1.743	1.468	6.197	5.229	5.064	0.611	0	207.955	0	0	238.272	0	0	189	1.386	0.555	0.314	4.162	0.024	0.078	0.057	-0.323	0.292	0.082	-0.043	0.063	0.009	1.194	0.413	0.436	1.058	0.706	1.074	0.681	0.858	1.125	1.147	1.766	0.518	0.288	0.048	0.028	0.016	0.015	0.012	0.011	0.593	0.356	4.063	0.967	3.6	1	9.841	5.194	0.496	8.491	135.393	0	0	113.728	0	3	0	0	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	3	1	0	0	0	1	2	0	0	0	0	1.791	-0.617	-1.253	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.81	-2.38
0.37	0	0	4	5	1.4968879	-0.45007694	2.7514076	-2.6162364	4	9	9	0.82006335	1	-0.37975839	0.049927499	-0.30284035	0.082098983	-0.19951272	3	6.184	0	4.7677054	-3.7677054	0.060969789	0.092641287	66.725845	115.15902	52.57547	16.917038	0	0	19.249496	32.816418	59.95026	10.015024	0.72746211	0.13379535	0.13874254	153.64819	102.7817	209.36383	106.58213	1	126.30138	27.136217	106.59869	55.318733	82.520714	0	103.94109	58.075481	57.802822	0	67.461525	0	11.365152	54.886921	119.52744	2.41	0.091	11	6	63	4	11	2	0	0	3.364	1.337	1.162	3.214	7.713	8.889	0.606	156.591	309.435	0	281.189	153.032	0	20	853	1.35	0.611	0.326	5.114	-0.138	0.115	-0.165	-0.129	-0.051	-0.145	0.055	-0.148	0.116	0.85	0.893	1.081	0.954	1.098	0.947	1.08	1.196	1.153	0.954	0.894	1.106	0.242	0.059	0.032	0.017	0.013	0.01	0.008	0.553	5.685	3.625	0.847	2.41	0.83	1.331	2.231	0.069	11.067	213.954	0	0	289.654	0	8	4	0	0	6	10	0	0	1	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	4	5	0	4	0	0	4	1	1	2	4	0	0	0	0	0	2	0	0	0	1	0	6	2	2	0	1	0	1	1	0	0	0	0	2.556	-1.42	2.159	1	0	0	0	0	0	0	0	0	0	0	0	0	3.22	-5.4
