CI	ast_fraglike	ast_fraglike_ext	ast_violation	a_don	a_ICM	BCUT_SLOGP_1	BCUT_SLOGP_3	BCUT_SMR_0	b_1rotN	b_double	chiral_u	density	FCharge	GCUT_PEOE_1	GCUT_PEOE_2	GCUT_SLOGP_1	GCUT_SLOGP_2	GCUT_SMR_1	lip_violation	logP.o.w.	opr_leadlike	PEOE_PC.	PEOE_PC..1	PEOE_RPC.	PEOE_RPC..1	PEOE_VSA.1	PEOE_VSA.2	PEOE_VSA.3	PEOE_VSA.4	PEOE_VSA.1.1	PEOE_VSA.2.1	PEOE_VSA.3.1	PEOE_VSA.4.1	PEOE_VSA.5.1	PEOE_VSA.6.1	PEOE_VSA_FHYD	PEOE_VSA_FPNEG	PEOE_VSA_FPPOS	PEOE_VSA_NEG	PEOE_VSA_PNEG	PEOE_VSA_POL	PEOE_VSA_PPOS	reactive	SlogP_VSA0	SlogP_VSA1	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA6	SMR_VSA1	SMR_VSA2	SMR_VSA3	SMR_VSA4	vsa_acc	vsa_base	vsa_don	vsa_other	vsa_pol	Ms	ARR	nCIR	nAB	nH	nN	nO	nR05	nR07	nR08	TI2	J	Jhetp	MAXDN	MAXDP	S3K	PW2	D.Dr05	D.Dr06	D.Dr08	D.Dr09	D.Dr10	T.Cl..Cl.	SRW05	MPC10	PCR	X0Av	X1Av	ATS7m	MATS3m	MATS4m	MATS5m	MATS1v	MATS2v	MATS3v	MATS8v	MATS3p	MATS4p	GATS1m	GATS2m	GATS3m	GATS8m	GATS3v	GATS8v	GATS3e	GATS5e	GATS7e	GATS8e	GATS1p	GATS3p	JGI1	JGI3	JGI5	JGI7	JGI8	JGI9	JGI10	JGT	DP20	J3D	PJI3	L.Bw	AROM	DISPm	DISPv	DISPe	G.N..N.	G.N..O.	G.N..S.	G.N..Cl.	G.O..O.	G.S..S.	nCs	nCrs	nCrt	nCbH	nCb.	nCconj	nArCOOR	nRCONH2	nRCONHR	nRCONR2	nROCON	nArCO	nC..N.N2	nArNH2	nArNHR	nRNR2	nArOH	nOHp	nOHs	nOHt	nRSR	nArX	nBeta.Lactams	nOxolanes	nThiazoles	nHBonds	C.003	C.007	C.008	C.009	C.011	C.016	C.017	C.018	C.019	C.025	C.028	C.031	C.032	C.033	C.037	C.040	C.041	C.043	C.044	H.048	H.049	H.053	O.056	O.059	N.066	N.067	N.068	N.072	N.074	Cl.089	S.107	S.108	S.110	Hy	MLOGP	ALOGP	LAI	GVWAI.50	Inflammat.80	Inflammat.50	Depressant.80	Psychotic.80	Hypertens.80	Hypertens.50	Hypnotic.80	Hypnotic.50	Neoplastic.80	Neoplastic.50	Infective.50	ALOGPS_logP	ALOGPS_logS
0.31	0	0	1	2	1.7892321	-0.64269465	2.7615783	-2.294879	2	2	2	0.91012359	0	-0.45151263	0.10239168	-0.36745629	0.092693768	-0.24242681	0	0.12899999	1	1.6938384	-1.6938384	0.17792414	0.19789135	15.808495	0	51.139153	59.798523	0	0	5.6825762	24.932074	13.566921	2.503756	0.43740505	0.20279364	0.35980132	46.685326	41.00275	113.7508	72.748055	0	25.385227	41.954155	34.254066	20.926258	26.618963	0	60.855377	0	15.265219	20.338671	27.435829	0	5.6825762	86.670662	46.685326	2.54	0	4	0	12	4	3	2	0	0	2.524	1.648	1.228	2.019	4.44	1.733	0.581	68.651	38.571	0	58.191	0	0	20	54	1.323	0.535	0.292	2.521	-0.067	0.056	-0.117	-0.362	0.034	-0.097	-1.152	-0.108	0.125	1.041	0.82	0.949	2.569	0.995	2.437	0.944	0.946	1.416	2.579	1.18	1.016	0.158	0.05	0.021	0.018	0.014	0.008	0	0.409	0	3.389	0.874	5.72	0	8.678	8.935	0.201	6.806	33.503	0	0	11.801	0	3	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2	2	1	1	0	1	0	0	2	0	0	0	0	0.584	0.65	-2.471	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.99	-1.55
1.0700001	1	1	0	1	1.2243944	-0.20443316	2.3375793	-2.1351309	0	0	0	0.76771754	0	-0.23622845	0.00418645	-0.17786309	-0.024753533	-0.13065805	0	-0.063000001	1	0.22042485	-0.22042485	0.82653278	1	0	0	22.058474	0	0	0	0	13.566921	0	0	0.79138678	0.20861323	0	13.566921	13.566921	13.566921	0	0	25.385227	0	0	20.926258	0	0	25.385227	0	0	0	0	0	0	0	13.566921	3.17	0	0	0	6	0	1	0	0	0	1.333	1.633	1.027	1.25	1.569	2	0.333	0	0	0	0	0	0	0	0	1	0.718	0.512	0	0	0	0	-0.25	-1	0	0	0	0	0.75	1.5	0	0	0	0	0	0	0	0	0.75	0	0.25	0	0	0	0	0	0	0.25	0	6.227	0.455	3.75	0	3.417	0.332	0.126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.638	-0.172	-0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4	1.1
0.1	0	0	3	4	1.4686506	-0.61745548	2.5388045	-2.4827194	6	0	2	0.81159616	1	-0.37680501	0.17781825	-0.35690182	0.15821017	-0.24638484	1	2.6389999	1	1.8002616	-0.80026156	0.21784669	0.26369536	45.216946	46.866631	0	0	0	0	40.700764	13.566921	0	0	0.82558334	0.048267651	0.12614903	88.093216	13.566921	49.024498	35.457577	0	119.55166	0	3.9819686	18.439579	6.37115	0	119.55166	0	32.552052	0	0	5.6825762	5.6825762	0	59.95026	2.55	0.522	2	12	22	1	4	0	0	0	5.331	1.655	1.546	2.097	4.134	5.195	0.581	0	167.606	0	0	0	0	0	36	1.365	0.573	0.323	3.055	-0.099	-0.108	0.146	-0.024	-0.147	-0.084	-0.242	-0.077	-0.147	0.617	0.89	0.951	1.226	0.945	1.195	0.952	0.956	0.924	1.229	0.65	0.943	0.261	0.05	0.021	0.018	0.007	0.01	0.008	0.517	0.37	4.762	0.977	10.03	1	1.928	1.424	0.098	0	14.311	0	0	31.581	0	3	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.607	-2.049	1.106	0	0	0	0	0	0	1	1	1	0	1	1	0	-0.73	-4.4
0.17	0	0	2	4	1.8495291	-0.70308346	2.4621623	-2.3234463	5	2	0	0.95828682	0	-0.45600981	0.15055047	-0.47396305	0.051834293	-0.25825891	0	-1.5039999	1	1.9757833	-1.9757833	0.1531086	0.16660637	0	0	51.139153	44.116947	0	17.742489	11.365152	32.816418	13.566921	2.503756	0.35129488	0.21401212	0.43469298	77.994736	48.887096	148.18463	99.297539	0	83.667641	43.853249	17.468536	41.852516	26.618963	0	86.240608	0	9.2253971	53.235859	27.435829	0	23.425066	91.161674	77.994736	2.86	0	3	0	13	5	4	1	0	0	3.415	1.866	1.22	2.194	4.456	2.7	0.572	37.441	45.063	0	69.726	0	0	10	31	1.259	0.525	0.278	2.865	-0.07	0.104	-0.036	-0.446	0.066	-0.129	-1.033	-0.155	0.153	1.157	0.76	0.986	2.05	1.048	2.052	0.979	0.868	1.024	2.047	1.322	1.076	0.211	0.051	0.028	0.021	0.016	0.005	0	0.48	0.001	4.087	0.861	5.41	0	7.197	9.027	0.121	13.024	69.813	0	0	22.299	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	2	1	0	2	1	1	1	0	0	2	0	0	0	0	3.19	-0.381	-3.253	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.3	-1.34
0.25999999	0	0	2	5	1.5	-0.89418155	2.5639784	-2.5092802	1	0	5	1.0688877	0	-0.4475643	0.21615703	-0.61981088	-0.0072258986	-0.29218945	0	-2.9319999	1	1.3779234	-1.3779234	0.21942572	0.23485953	0	0	8.458519	47.434032	0	0	13.566921	54.267685	0	2.503756	0.15627594	0.40280741	0.44091663	70.338364	56.771439	118.91397	62.142532	1	126.92613	0	45.400986	20.926258	0	0	126.92613	0	34.4011	0	2.503756	0	0	14.708499	70.338364	3.47	0	1	0	12	0	6	0	0	0	1.27	2.634	1.827	2.902	3.12	1.765	0.593	0	37.924	0	0	0	0	0	0	1	0.52	0.297	0	0.053	-0.167	0.2	-0.167	-0.294	0.053	0	0.053	-0.167	1.069	1.186	0.868	0	0.868	0	0.868	0.733	0	0	1.069	0.868	0.25	0.069	0.024	0	0	0	0	0.55	0	6.09	0.732	1.46	0	2.177	1.523	0.088	0	0	0	0	35.284	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	5	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	3.757	-2.483	-2.513	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.57	0.64
0.61000001	1	1	0	2	1.5219281	-0.64842945	2.3437374	-1.900293	1	0	0	0.81931216	0	-0.43814418	0.11376254	-0.34059727	0.17717735	-0.22423084	0	1.303	1	0.35784328	-0.35784328	0.48409989	0.40628701	0	20.299505	11.190562	0	9.4210396	18.842079	0	0	0	0	1	0	0	49.744072	0	0	0	1	32.774666	51.214245	0	0	0	0	33.326015	0	0	58.136742	18.842079	0	9.4210396	11.190562	49.744072	2.29	0.846	3	11	8	4	0	0	0	0	1.339	1.987	2.22	1.062	1.263	1.17	0.556	0	45.473	0	0	39.179	0	0	6	1.539	0.53	0.276	0	0.059	-0.5	-1	0.385	0.059	0.059	0	0.059	-0.5	0.476	0.728	0.849	0	0.849	0	0.849	2.063	0	0	0.476	0.849	0.115	0.04	0.025	0	0	0	0	0.339	0	3.581	0.803	1.93	1	3.069	3.282	0.151	6.308	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.555	1.928	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	-1.79
0.38999999	0	0	3	4	1.4391875	-0.49207824	2.6649525	-2.6537533	11	2	5	0.77545363	2	-0.35188738	0.079274461	-0.3133693	0.14058942	-0.21605732	2	2.7639999	0	3.9418964	-1.9418964	0.094939217	0.13932401	40.525082	20.299505	15.158071	8.458519	0	0	0	44.181568	27.133842	0	0.63763988	0.12082972	0.24153042	220.21748	71.315414	213.87007	142.55466	0	93.040581	27.303097	64.6437	73.758316	17.153095	0	67.555984	40.432297	33.643536	0	32.816418	0	11.365152	25.899061	71.315414	2.21	0.367	6	18	49	5	4	1	0	0	6.139	1.224	1.038	2.12	6.82	9.139	0.584	122.409	685.914	0	227.756	0	0	10	211	1.276	0.597	0.338	4.435	0.071	-0.177	-0.051	-0.113	-0.009	0.101	-0.101	0.114	-0.141	0.73	0.777	0.882	1.34	0.879	1.305	0.882	1.431	1.211	1.343	0.846	0.88	0.214	0.053	0.024	0.014	0.01	0.008	0.007	0.446	4.001	3.845	0.945	3.6	1	4.064	6.476	0.033	39.94	77.023	0	0	18.972	0	7	4	0	9	3	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	1	0	4	0	1	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	2.772	-5.643	0.068	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52	-6.5
0.72000003	0	0	1	0	1.6390785	-0.52233696	2.4748008	-2.0366158	5	2	0	0.85034645	-1	-0.4581885	0.017634621	-0.36608139	0.11411397	-0.19621134	0	4.494	1	1.0557764	-2.0557764	0.25040907	0.26696542	81.811798	0	35.658428	0	29.581947	0	0	0	13.566921	29.637598	0.82720894	0.13294421	0.039846878	74.995003	43.204517	56.154049	12.949531	0	53.683231	8.6218843	23.862217	0	32.990112	3.5006065	12.898981	0	17.871933	4.7171016	43.204517	0	0	27.65803	43.204517	2.6	0.444	4	12	15	1	4	1	0	0	2.867	1.757	1.738	2.871	5.972	3.222	0.587	53.099	139.867	0	99.336	0	0	10	117	1.492	0.579	0.298	3.675	-0.035	-0.021	-0.016	-0.091	0.143	-0.105	-0.319	-0.088	-0.193	0.519	0.674	0.649	2.439	0.804	1.455	0.796	1.061	0.693	1.762	0.745	0.779	0.204	0.064	0.035	0.016	0.013	0.007	0.015	0.505	0.015	3.854	0.852	3.35	1	6.727	5.744	0.065	0	8.96	0	3.781	21.362	0	1	0	0	7	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-0.751	3.244	1.203	0	0	0	0	0	0	1	1	1	0	1	1	1	4	-5.02
0.80000001	0	0	2	0	1.2847377	-0.49543771	2.7165873	-2.5195353	8	1	2	0.72191644	1	-0.34453106	0.079346977	-0.26386139	0.13851997	-0.21079075	0	5.7880001	1	1.6173311	-0.61733115	0.27136728	0.4911817	45.216946	43.549545	0	0	0	0	0	0	13.566921	2.503756	0.80596566	0.043686505	0.15034786	178.57271	16.070677	71.378189	55.30751	0	18.01075	7.7454643	45.312721	0	6.37115	0	18.01075	0	16.821768	0	13.566921	5.6825762	5.6825762	17.212255	19.249496	2.1	0.462	2	12	30	1	2	0	0	0	1.874	2.404	2.299	1.892	4.848	4.363	0.558	0	187.812	0	0	0	0	0	24	1.303	0.635	0.359	3.518	-0.043	-0.088	-0.044	-0.073	0.211	-0.04	-0.283	-0.038	-0.091	0.808	0.771	0.768	1.999	0.746	1.891	0.77	1.068	1.201	2.009	0.834	0.733	0.212	0.058	0.019	0.015	0.014	0	0	0.456	0	7.192	0.835	1.28	1	2.387	1.921	0.055	0	7.893	0	0	0	0	4	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154	0.614	2.972	0	1	1	0	1	1	1	1	0	0	1	1	0	2.21	-7.27
0.94999999	0	0	2	0	1.2710513	-0.48923948	2.7175002	-2.5499609	8	1	2	0.71480811	1	-0.34453106	0.061710525	-0.26386139	0.13322899	-0.20701456	0	6.0560002	1	1.7265434	-0.72654337	0.21176127	0.41734847	45.216946	37.86697	0	6.6995511	0	0	0	0	13.566921	2.503756	0.73420143	0.040574268	0.22522433	178.57271	16.070677	105.27765	89.20697	0	3.1243138	7.7454643	45.312721	0	6.37115	0	0	0	16.821768	0	13.566921	0	0	17.212255	13.566921	2.08	0.444	2	12	32	1	2	0	0	0	1.973	2.432	2.296	1.891	4.915	4.618	0.568	0	197.324	0	0	0	0	0	28	1.291	0.644	0.359	3.682	-0.039	-0.088	-0.037	-0.098	0.213	-0.037	-0.255	-0.035	-0.091	0.864	0.757	0.759	1.913	0.737	1.809	0.761	1.054	1.038	1.922	0.932	0.725	0.222	0.055	0.023	0.015	0.013	0	0	0.477	0	7.475	0.835	1.3	1	2.628	2.097	0.06	0	7.893	0	0	0	0	4	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.446	0.829	3.178	0	0	1	0	0	1	1	1	0	0	1	0	0	1.08	-7.42
0.23	0	0	1	2	1.9479965	-0.55758387	2.5873544	-2.2161791	2	3	2	0.97121149	0	-0.42449659	0.13390584	-0.41360712	0.14377537	-0.21734917	0	-0.75199997	1	1.441955	-1.441955	0.24500683	0.22420569	36.108002	17.784555	21.625143	35.008007	0	37.503109	5.6825762	27.133842	0	2.503756	0.59118313	0.1476053	0.26121157	72.82328	29.637598	82.086143	52.448547	1	58.282413	10.28219	21.873518	38.159824	0	0	45.295071	0	10.873631	32.897186	21.753254	0	17.742489	41.580635	53.062664	2.69	0	2	0	11	3	3	1	0	0	2.438	1.881	1.309	2.098	4.442	2.273	0.578	38.692	46.741	0	0	0	0	10	15	1.209	0.579	0.342	2.393	0.095	-0.188	-0.028	-0.255	0.114	-0.3	-0.857	-0.368	0.22	1.068	0.991	0.658	0.191	1.201	1.779	1.079	0.875	0.795	1.886	0.875	1.17	0.219	0.058	0.04	0.019	0.023	0	0	0.501	0	3.852	0.833	6.6	0	2.197	1.506	0.152	2.475	23.582	10.241	0	7.344	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	1	1	1	0	0	1	1	0	1	0	0	1.508	0.015	-0.621	0	0	0	0	0	0	0	0	0	0	1	0	0	-1.29	-1.92
0.62	1	1	0	0	1.4769093	-0.39651176	2.6830802	-2.4473414	3	1	1	0.82466936	0	-0.33988363	0.096465804	-0.29197586	0.054200001	-0.16	0	0.87599999	1	1.086183	-1.086183	0.41031277	0.5	15.808495	14.708499	0	0	0	0	0	0	0	27.133842	0.63962764	0.18959028	0.17078206	27.133842	27.133842	51.575882	24.442041	0	75.580528	1.4640081	27.844185	0	4.4107962	0	0	37.307983	3.9819686	0	27.133842	17.742489	17.742489	14.708499	44.876331	2.98	0	0	0	13	1	2	0	0	0	2.428	3.377	2.983	2.719	3.061	3.979	0.572	0	0	0	0	0	0	0	0	1.049	0.683	0.404	0	0.066	-0.358	-1.161	-0.059	0.177	0.15	0	0.187	-0.425	0.723	0.643	0.883	0	0.822	0	0.89	2.579	0	0	0.74	0.799	0.375	0.063	0	0	0	0	0	0.602	0	11.649	1	3.5	0	7.271	2.568	0.244	0	3.833	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83	-3.146	-1.052	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.18	-1.63
0.91000003	1	0	0	1	1.3383057	-0.28490204	2.475827	-2.4916277	5	1	0	0.72209865	1	-0.31767413	0.034471482	-0.19022387	0.016189206	-0.15694967	0	2.2219999	1	1.5918797	-0.59187979	0.23699877	0.44459614	65.516449	0	0	0	0	0	0	5.6825762	13.566921	0	0.65426391	0.071486793	0.27424926	71.092056	19.249496	93.097549	73.848053	0	3.1243138	23.269535	23.862217	55.318733	6.37115	0	0	0	6.37115	20.767498	13.566921	0	5.6825762	12.949531	19.249496	2.14	0.353	1	6	23	2	1	0	0	0	3.736	2.399	1.999	1.568	4.913	3.953	0.562	0	62.915	0	0	0	0	0	10	1.299	0.667	0.379	2.651	0.247	-0.288	-0.558	-0.167	0.087	0.286	0.201	0.301	-0.291	0.838	0.791	0.619	0	0.634	0	0.618	2.623	0.118	0	0.981	0.644	0.235	0.063	0.013	0.015	0.007	0.016	0	0.518	0	7.295	0.902	5.59	1	5.254	6.716	0.033	2.183	1.65	0	0	0	0	0	0	0	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.353	-1.164	1.279	0	0	0	0	0	0	1	0	1	0	1	0	1	0.95	-4.6
0.73000002	0	0	4	4	1.4435503	-0.49006084	2.6539998	-2.4818423	15	3	4	0.77115393	0	-0.39001203	0.07839682	-0.31379488	0.13885628	-0.21605732	1	5.1890001	0	2.3725879	-2.3725879	0.14425248	0.13527718	71.692497	53.998116	15.158071	22.058474	0	0	0	44.181568	27.133842	2.503756	0.77335513	0.12017716	0.10646769	283.74667	73.819168	139.21724	65.398079	0	90.417366	18.471838	66.138985	57.805416	17.153095	0	39.50943	58.443047	36.400284	0	43.204517	0	17.047728	43.339603	73.819168	2.27	0.367	4	18	48	4	5	0	0	0	6.212	1.44	1.185	2.325	6.824	10.49	0.575	0	794.182	0	0	0	0	0	149	1.27	0.595	0.331	4.481	0.086	-0.228	0.053	-0.104	0.159	0.102	-0.116	0.108	-0.24	0.768	0.725	0.993	1.113	0.983	1.093	0.994	1.217	1.215	1.115	0.843	0.98	0.184	0.054	0.02	0.011	0.011	0.007	0.006	0.418	5.569	4.708	0.99	6.96	1	1.207	3.134	0.037	22.236	77.503	0	0	47.293	0	8	1	0	13	5	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	4	0	0	0	0	0	0	4	0	0	0	0	0	2	1	0	0	0	0	4	1	0	0	0	0	4	0	0	0	0	0	1.298	2.911	5.247	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91	-5.51
0.34999999	1	0	0	0	1.5193309	-0.4000589	2.6571643	-2.4513316	5	1	1	0.86310136	1	-0.34771264	0.18493448	-0.31074077	0.054200001	-0.16	1	-0.46900001	1	2.0861831	-1.086183	0.21660687	0.5	31.616989	14.708499	0	0	0	0	0	0	0	27.133842	0.40944463	0.17880401	0.41175136	27.133842	27.133842	89.617882	62.484035	0	108.47771	1.4640081	27.844185	18.439579	0	0	0	65.794373	3.9819686	0	27.133842	35.484978	35.484978	14.708499	62.61882	2.9	0	0	0	15	2	2	0	0	0	3.237	3.13	2.777	2.718	3.104	4.969	0.533	0	0	0	0	0	0	0	0	1.051	0.669	0.43	1.413	0.008	-0.375	-0.563	-0.068	0.085	0.057	0	0.075	-0.42	0.782	0.774	0.937	0	0.888	0	0.943	1.401	0.739	0	0.815	0.869	0.222	0.042	0.033	0	0	0	0	0.469	0	11.007	0.941	8.15	0	7.803	4.082	0.23	3.781	13.217	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.175	-7.638	-3.367	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.93	-2.27
0.079999998	0	0	1	1	1.7126645	-0.49763563	2.7668138	-2.499011	6	4	6	0.89775831	0	-0.38748458	0.073476307	-0.3873485	0.053871851	-0.18968937	0	-0.47499999	1	2.5654142	-2.5654142	0.14304747	0.21169807	23.61659	102.38268	8.458519	12.949531	0	19.760618	0	13.566921	27.133842	27.133842	0.64275253	0.20072222	0.15652524	87.595222	67.834602	120.73273	52.898121	0	86.079323	18.230204	88.795189	18.439579	8.8215923	0	49.644604	8.8215923	21.516024	0	54.267685	5.6825762	5.6825762	40.607563	73.517181	2.66	0	4	0	25	3	5	2	1	0	3.796	1.691	1.675	3.026	5.319	3.158	0.608	137.241	0	0	0	0	0	20	142	1.085	0.625	0.352	3.569	-0.143	-0.016	0.132	-0.13	0.137	0.029	-0.152	0.02	-0.219	0.992	1.29	1.723	0.191	0.845	1.144	0.852	0.971	1.183	1.22	0.797	1.09	0.214	0.088	0.032	0.016	0.015	0.014	0.01	0.553	0.05	4.504	0.963	3.37	0	8.777	6.068	0.273	10.798	57.596	7.83	0	40.032	0	5	4	2	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	0	2	0	0	1	0	0	1.05	-2.959	-3.251	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7	-3.22
0.40000001	0	0	1	2	1.6099907	-0.44155133	2.4209485	-2.519774	7	1	0	0.83310723	1	-0.31568554	-0.00045469939	-0.24090932	0.15816049	-0.15815376	0	1.71	1	2.1143603	-1.1143605	0.14844397	0.29388577	80.703255	0	35.658428	20.299505	47.324436	0	0	5.6825762	13.566921	2.503756	0.62757277	0.069900319	0.30252689	69.07769	21.753254	115.90081	94.147552	0	65.032143	5.2587838	0	73.758316	27.047791	3.5006065	10.999887	18.01075	11.929609	2.7567475	16.070677	0	23.425066	12.949531	39.495743	2.36	0.3	1	6	23	3	2	0	0	0	4.383	2.418	2.03	1.865	5.146	4.826	0.561	0	75.918	0	0	0	0	0	21	1.29	0.654	0.366	2.979	-0.066	-0.089	0.192	-0.23	-0.045	-0.151	-0.204	-0.14	0.246	0.564	0.823	1.046	0.653	1.076	0.998	1.115	0.94	0.936	0.778	0.97	1.058	0.225	0.052	0.029	0.013	0.012	0.013	0.007	0.52	0.022	6.84	1	7.61	1	14.349	10.002	0.259	11.913	14.343	0	10.962	2.475	0	0	0	0	2	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1.977	-1.699	0.215	0	0	0	0	0	0	1	0	0	0	1	1	0	1.7	-4.98
0.34	1	1	0	0	1.3814609	-0.0059267129	2.2126534	-2.1853628	1	2	0	0.84937006	2	-0.09435603	0.11519468	-0.331393	0.054200001	-0.063730001	1	-0.17399999	0	2.2026129	-0.20261298	0.27145046	1	5.6825762	0	53.22747	67.79892	0	0	0	0	0	0	0.37267828	0	0.62732172	0	0	99.162071	99.162071	0	114.25187	6.9224992	0	0	0	0	34.79628	0	0	65.794373	0	58.910046	58.910046	31.363148	58.910046	2.65	0	0	0	13	5	0	0	0	0	2.428	3.377	2.455	1.568	1.368	4.076	0.572	0	0	0	0	0	0	0	0	1.139	0.654	0.328	0	-1	0.95	-1	-1	0.98	-1	0	-1	0.95	1.8	0	1.8	0	1.8	0	1.8	1.8	0	0	1.8	1.8	0.375	0.063	0	0	0	0	0	0.602	0	9.978	0.756	3.15	0	2.325	0.604	0.079	9.237	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	6.889	-0.329	-3.644	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	-0.47
0.82999998	0	0	1	0	1.224492	-0.4951638	2.6556699	-2.5289431	7	1	1	0.70013988	1	-0.35933715	0.065958351	-0.26386139	0.13616075	-0.20720734	0	5.2410002	1	1.4446115	-0.44461152	0.25308889	0.66443259	61.02544	0	8.458519	6.6995511	0	0	0	0	13.566921	0	0.74799567	0.038822547	0.21318179	176.06894	13.566921	88.065392	74.498474	1	3.1243138	5.6876111	27.844185	0	6.37115	0	0	0	10.353119	0	13.566921	0	0	8.458519	13.566921	2.05	0.5	2	12	28	1	1	0	0	0	2.076	2.333	2.497	1.812	6.184	3.536	0.571	0	169.079	0	0	0	0	0	20	1.33	0.641	0.361	3.06	-0.065	-0.112	0.05	-0.063	-0.035	-0.061	0.09	-0.059	-0.114	0.697	0.723	1.04	0	0.971	0	1.046	1.268	0.23	0	0.822	0.935	0.208	0.054	0.024	0.015	0.016	0	0	0.476	0	6.607	0.819	1.56	1	4.318	4.591	0.056	0	3.394	0	0	0	0	3	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.455	0.419	2.759	0	1	1	0	1	1	1	1	0	0	1	1	0	0.63	-7.18
