NOM;MOL_ID;CI;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m;X5sol;XMOD;RDCHI;RDSQ;ATS1m;ATS2m;ATS3m;ATS4m;ATS5m;ATS6m
Didanosine;C10H12O3N4;0.31;236.26;8.15;17.9;29.92;18.43;43.17;0.62;1.03;0.64;2.54;29;17;31;19;5;24;0;3;4;2;65;5;0;0;12;10;4;3;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;92;275;111;262;15;12.83;2;2127;279;39;6;25;69;59059;255;2238;4154;2279;7403;16777;6888;502;3691;31135;53508;364207;35186;2524;4977;1454;36463;1154;6297;9239;62333;4416;385786;385878;628618;387137;684423;1648;2153;2152;1335;2145;1228;2019;4.44;23259;25352;69487;10745;4126;1733;2608;876;581;0.36;198;99;0.8;260;120;7059;1017;9599;42;290;47;6;844;2257;0;0;68651;38571;0;0;58191;0;0;0;10;53;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4533;5407;6301;7194;8095;8994;9898;10.8;11705;108925;17;38;0;146;20;674;210;3394;1674;17938;19;27;38;51;58;65;69;74;65;54;3219;3761;4344;4.86;5182;5553;5.82;6033;5943;5753;68818;91019;1323;22.2;35016;17357;11828;8292;7325;6626;5613;4059;696;436;271;174;0.11;0.07;9089;5546;4151;3.11;2243;1333;535;292;154;82;44;23;11828;8292;7325;6626;5613;4059;53753;2952;124047;3128;3492;3441;3323;2911;2823
Ethanol;C2H6O;1.0700001;46.08;5.12;4.31;8.98;4.74;9.5;0.48;1;0.53;3.17;9;3;8;2;0;2;0;0;0;0;0;0;0;0;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;30;4;12;0;693;1.2;1.26;1201;7;0;0;2.89;2667;577;16;52;6;22;1655;1177;4;1333;2.25;2.5;4;-1409;1333;0;5;2333;4;5;2333;3;4;3.5;3501;5908;3507;6.4;1633;1868;1867;1111;1864;1027;1.25;1569;3139;752;4755;2961;1961;2;1936;1535;333;0;0;0;1;6;5;1667;444;444;2;2;1;5;918;918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1946;2197;2565;2833;3219;3497;3892;4174;4575;33898;3;4;0;8;0;16;0;32;0;64;2;1;0;0;0;0;0;0;0;0;1099;693;0;0;0;0;0;0;0;0;4792;4792;1;0;4914;3983;2707;1414;707;0;0;0;902;707;707;0;0;0;2154;1023;316;0;0;0;718;512;316;0;0;0;2707;1414;707;0;0;0;9192;1155;3464;1204;847;0;0;0;0
Fenoterol;C17H22O4N;0.1;304.4;6.92;26.32;44.19;27.82;56;0.6;1;0.63;2.55;44;22;45;23;12;29;522;2;2;6;133;0;0;12;22;17;1;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;108;274;120;258;13;14622;1784;1944;262;48.5;7;29;103571;112727;291;5160;8900;5135;14869;22191;13133;1240;5368;38051;71.35;1077.833;41615;5331;3584;5138;45014;1754;9501;23961;168407;3933;1036.238;1036.321;1277.606;1037.712;1337.085;1655;1963;1963;1615;1.96;1546;2097;4134;28659;56.53;88107;16614;7492;5195;5658;969;581;312;158;0.09;857;470;228;10364;1636;17455;84;632;78;26;688;2754;0;0;0;167606;0;0;0;0;0;0;0;22;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4691;5485;6.33;7.14;7982;8799;9.64;10.46;11.3;116827;22;46;0;170;0;736;0;3434;0;16676;23;31;35;42;49;41;38;34;30;36;3401;3951;4382;4866;5314;5159;5019;4909;4.87;5.22;76852;104899;1365;28047;43789;22219;16113;10436;9699;7006;5509;4.33;732;454;313;0.2;131;88;12606;7427;5852;3763;2556;1721;573;323;189;108;61;35;16113;10436;9699;7006;5509;4.33;65377;3451;154615;3245;3.56;3513;3404;3.34;3.05
Ganciclovir ;C9H13O4N5;0.17;255.27;8.23;18.41;32.35;18.89;51.5;0.59;1.04;0.61;2.86;31;18;32;19;4;23;0;2;3;5;156;4;0;0;13;9;5;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;90;307;105;273;12;12137;1.8;1963;287;42.5;6;26;76158;70222;0.27;2617;5334;2500;9943;17957;10192;632;4131;31316;55.64;523207;24571;3415;3367;2022;36856;1209;6266;16.22;88316;3040;502768;502.92;887354;504875;977.44;1866;2352;2351;1344;2342;1.22;2194;4456;29832;34459;71059;12976;5451;2.7;3929;835;572;346;179;87;0.8;271;133;7389;1167;12383;50;364;48;24;1761;2261;0;0;37441;45063;0;0;69726;0;0;0;19;109;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4511;5352;6225;7089;7972;8848;9736;10618;11.51;108862;18;38;0;142;10;638;112;3142;936;16328;19;26;34;43;49;53;52;55;44;31;3178;3638;4111;4585;4828;5106;5124;5313;5153;4875;64282;80911;1259;16628;36015;18302;13121;8651;7479;6306;5133;3532;729;455;288;185;119;72;9459;5287;3732;2467;1524;898;525;278;144;73;35;18;13121;8651;7479;6306;5133;3532;56942;2975;123404;3.15;3478;3511;3382;3011;2.99
Glucose ;C6H12O6;0.25999999;180.18;7.51;12.66;25.27;13.3;41.67;0.53;1.05;0.55;3.47;24;12;24;12;0;12;0;1;1;1;42;0;0;0;12;6;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;58;210;68;148;8;6879;1565;1774;381;30;5;19;40732;30333;263;728;1712;606;3086;11643;7796;182;2758;19339;31;144167;0;1.27;1792;393;22414;322;1039;10323;41033;496;157.5;157563;256403;157834;275617;2634;3013;3012;1947;3007;1827;2902;3.12;31466;31774;43.02;9851;3653;1765;2999;891;593;381;173;0.08;0.5;108;57;4.75;625;5333;24;76;18;27;1124;1483;0;0;0;37924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4078;4.92;5784;6645;7512;8376;9243;10108;10975;91639;12;24;0;92;0;432;0;2228;0;12044;12;17;22;23;24;18;8;1;0;0;2565;2.89;3135;3178;3219;2944;2197;693;0;0;32823;32823;1;0;23079;12465;9301;5575;4959;4499;2872;1887;775;465;292;204;125;79;6238;3562;2719;1867;1082;0.61;0.52;297;0.16;85;47;25;9301;5575;4959;4499;2872;1887;37281;2187;66675;2.73;3.11;3319;2914;2196;1021
Hydralazine ;C8H8N4;0.61000001;160.2;8.01;13.17;20.17;13.55;27.5;0.66;1.01;0.68;2.29;20;12;21;13;11;18.5;846;2;3;1;48;0;0;11;8;8;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;60;168;70;183;9;8841;2;2089;336;26;3;17;40762;30333;265;816;1486;779;2366;11776;3697;182;2758;20157;31533;124;8621;1339;3555;397;23148;518;2415;4155;25321;1162;120939;120948;161651;121295;174027;1987;3.01;3009;2357;3002;2.22;1062;1263;5788;9.94;43.02;7159;2853;1.17;1702;828;556;349;0.2;103;1;119;57;4.75;667;4056;22;100;20;3;896;1.73;0;0;0;45473;0;0;0;39179;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4111;4949;5802;6658;7518;8377;9238;10098;10.96;92711;12;26;0;94;0;428;0;2166;0;11526;13;17;23;29;34;27;25;21;18;6;2.97;3597;4.27;4888;5448;5577;5.88;6124;6381;5264;43622;67155;1539;23533;24537;12483;8389;5915;4808;4248;3579;2843;699;455;283;185;123;84;6359;3587;2425;1707;1135;0.71;0.53;276;143;74;39;21;8389;5915;4808;4248;3579;2843;37355;2426;70521;2723;2963;2.99;2699;2079;773
Indinavir ;C36H49O4N5;0.38999999;615.9;6.55;56.17;93.26;59.6;99.25;0.6;0.99;0.63;2.21;94;45;98;49;20;60;367;5;6;12;122;2;0;18;49;36;5;4;0;0;0;0;0;0;0;0;0;0;1;4;0;0;1;0;0;0;2;236;506;272;497;31;32304;1908;2.05;176;96.5;15;68;262246;346133;201;33506;49569;35486;77035;39345;24546;7788;7867;89326;208961;6781.356;501597;6139;8743;43374;109831;11913;96221;53536;669.82;51150;6939.953;6940.376;8684.048;6954.022;9152.828;1224;1364;1363;1093;1361;1038;2.12;6.82;52575;136144;236378;33088;14.87;9139;10934;1013;584;0.32;179;0.1;0.9;1445;670;14889;1995;57375;241;4731;250;53;906;3183;0;0;122409;685914;0;0;227756;0;0;0;66;143;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;5468;6301;7185;8036;8923;9784;10671;11539;12427;174335;45;98;0;374;10;1688;126;8222;1116;41768;49;69;85;113;139;141;164;187;195;211;4111;4.61;5012;5477;5893;5.8;6048;6304;6387;6532;169153;215767;1276;46614;91.72;45151;31976;21553;20459;15356;13312;10733;711;0.44;297;181;118;77;26862;16546;14319;9513;7398;5459;597;338;208;112;65;39;31976;21553;20459;15356;13312;10733;134102;5215;469.03;3976;4328;4331;4362;4448;4438
Indomethacin ;C19H15ClO4N;0.72000003;356.8;8.92;27.23;40.86;28.39;65.11;0.68;1.02;0.71;2.6;40;25;42;27;16;37;444;3;4;4;95;4;0;12;15;19;1;4;0;0;0;1;0;0;0;1;0;0;1;2;0;0;1;0;0;0;2;132;386605;158;364111;19;17224;1807;1992;241;54833;10;42;117786;113.92;219;5974;10644.827;5956;18276.444;23651;15279;1424;4747;47782;94143;1104.851;73857;2867;5159;5036;57609;2823;17053;21566;160319;10064;1076.352;1076.12;1389.892;1088.568;1457.47;1757;2317;2317;1822;2298;1738;2871;5972;35533;56038;110096;17371;6.81;3222;4732;894;587;345;191;119;1;476;228;9.12;1344;20784;78;898;92;42;1157;2649;0;0;53099;139867;0;0;99336;0;0;0;0;15;0;0;0;6;0;0;35;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;4.89;5759;6666;7566;8484;9398;10322;11244;12172;128501;25;54;0;210;10;984;140;5042;1368;27244;27;39;53;73;97;109;126;134;122;117;3638;4.29;4916;5565;6149;6503;6914;7256;7422;7685;93383;139357;1492;45975;50513;25264;18137;11918;11024;9123;7654;6.52;725;441;283;172;105;67;14485;8043;6194;4.55;3204;2299;579;298;159;86;44;24;18637;12207;11432;9411;7821;6734;78.03;3481;214034;3469;3865;3.92;3884;3907;3811
L_Alpha_acetyl_N_normethadol;C22H30O2N;0.80000001;340.53;6.19;32.69;54.07;34.96;52.42;0.59;0.98;0.64;2.1;55;25;56;26;13;33;462;2;2;9;161;1;0;12;30;22;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;122;260;143;267;14;16583;1796;1941;246;52.5;7;41;115485;103.68;192;5220;7729;4978;10615;23156;13755;1296;4.32;46932;95211;1156.667;39404;1874;3584;3976;57136;1824;7552;35561;230151;3140;1101.5;1101.612;1337.264;1102.397;1388.436;2404;2.81;2.81;2373;2808;2299;1892;4848;17554;58.68;94096;19365;8937;4363;6922;1076;558;334;204;131;1;322;162;6.48;941;18253;62;1042;76;43;1.6;2113;0;0;0;187812;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;4812;5659;6555;7449;8364;9276;10197;11116;12039;126469;25;52;0;192;0;886;0;4592;0;25582;26;35;47;64;81;76;74;62;44;24;3526;4007;4483;5019;5529;5.57;5.92;6127;6167;6064;67968;88589;1303;20621;49.76;25282;18286;12.04;10235;8138;6863;5985;731;463;292;173;107;74;15866;9324;6927;5174;3803;2907;635;359;198;0.11;59;36;18286;12.04;10235;8138;6863;5985;74192;3321;209196;3344;3649;3.78;3986;4165;4001
L_Alphacetylmethadol;C23H32O2N;0.94999999;354.56;6.11;34.28;56.95;36.72;54.08;0.59;0.98;0.63;2.08;58;26;59;27;13;34;444;2;2;9;153;1;0;12;32;23;1;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;128;266;150;274;15;16989;1763;1922;243;54.5;8;43;121762;110462;189;5766;8424;5495;11408;23929;15416;1436;4418;49189;101085;1290.333;42298;1973;3584;4488;60047;1988;8268;38.3;252662;3372;1226.125;1226.248;1499.432;1227.289;1560.337;2432;2829;2829;2374;2827;2296;1891;4915;18082;63773;100211;20352;9115;4618;7135;1077;568;335;194;125;1;337;170;6538;959;19195;66;1156;74;54;1598;2117;0;0;0;197324;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;4.86;5707;6603;7497;8.41;9323;10243;11163;12086;128892;26;54;0;202;0;936;0;4842;0;26834;27;37;49;65;84;82;80;68;48;28;3555;4043;4505;5026;5541;5.6;5949;6162;6209;6132;69627;89899;1291;20272;51593;26275;19156;12413;10942;8553;6909;6078;737;0.46;296;175;106;72;16736;9697;7635;5589;3853;3004;644;359;206;114;59;36;19156;12413;10942;8553;6909;6078;76614;3369;222106;3384;3.7;3825;4004;4.21;4111
Lamivudine ;C8H11SO3N3;0.23;229.29;8.82;16;26.9;17.07;40.33;0.62;1.03;0.66;2.69;26;15;27;16;3;19;0;2;2;2;74;3;0;0;11;8;3;3;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;76;232444;88;208333;11;10345;1837;1993;311;34.5;5;20;58131;49.2;276;1573;2913.778;1507;4795.333;15034;7607;369;3514;25681;43035;280867;15745;2438;3401;1026;29887;659;2797;11233;61848;1633;283107;283175;492573;295358;532558;1881;2439;2438;1412;2341;1309;2098;4442;22403;24987;58603;10792;4426;2273;3184;1027;578;0.34;179;0.09;0.8;212;103;6867;0.96;7973;35;213;37;11;985;2.2;0;0;38692;46741;0;0;0;0;0;0;4;35;15;0;0;0;0;0;14;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;4344;5176;6043;6895;7767;8625;9499;10359;11234;100941;15;32;0;120;10;536;98;2600;720;13192;16;22;28;35;38;39;33;29;26;15;2996;3401;3784;4143;4369;4489;4369;4431;4443;4205;50907;61541;1209;10634;30089;15365;10836;7203;6407;5262;4262;2884;722;0.45;291;188;122;76;8684;5479;4271;3154;2261;1313;579;342;194;113;65;35;11.19;7657;6984;5963;4921;3375;51093;2706;95885;3121;3495;3371;3242;3039;2607
Leucine_L;C6H13O2N;0.62;131.2;5.96;11.6;22.06;12.48;26.83;0.53;1;0.57;2.98;22;9;21;8;1;9;0;0;0;3;143;1;0;0;13;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;126;36;85;3;3989;1385;1558;501;20.5;3;8;27.36;21333;349;348;731;248;809;9029;6386;96;2667;11924;17967;96;-9821;2428;0;206;13533;96;206;13533;36;96;87857;87866;106959;87937;111203;3377;3643;3643;3082;3.64;2983;2719;3061;13076;23845;24529;8442;3464;3979;3249;1211;572;266;93;43;667;63;38;4222;691;3852;15;57;11;33;1436;1.53;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3611;4.29;5069;5784;6555;7284;8.05;8785;9547;75975;9;16;0;56;0;220;0;912;0;3896;8;10;8;6;4;0;0;0;0;0;2303;2565;2398;2079;1946;0;0;0;0;0;19348;20291;1049;943;16328;9453;7439;4037;3851;1981;1016;544;827;505;385;248;169;136;6148;3.23;2835;1212;0.8;185;683;404;283;152;133;46;7439;4037;3851;1981;1016;544;25663;1868;34603;2286;2547;2392;2079;1845;0
Lidocaine ;C14H23ON2;0.91000003;235.39;5.88;22.78;39.31;24.46;36.33;0.57;0.98;0.61;2.14;40;17;40;17;7;21;353;1;1;5;125;1;0;6;23;14;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;78;168;87;168;8;10345;1672;1838;311;36;5;23;70758;65412;281;2189;3111;1987;3775;17164;10702;556;4088;27765;49396;508;0;3736;1792;1742;32658;798;3389;21306;102873;1219;459619;459657;622875;460947;667335;2399;2917;2917;2143;2908;1999;1568;4913;11457;34628;55487;13881;6528;3953;5331;1137;562;335;165;79;0.8;240;124;7294;1.1;10623;47;313;41;34;2085;2218;0;0;0;62915;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;4369;5165;5999;6815;7652;8476;9315;10144;10983;102918;17;34;0;122;0;526;0;2474;0;12174;17;22;26;29;30;23;22;20;14;10;3091;3.57;3966;4387;4764;4.58;4494;4609;4559;4202;51428;66.79;1299;15362;33065;17289;12836;8079;6808;5346;3967;2749;755;475;309;206;137;92;11339;6441;4702;3374;2042;1019;667;379;214;0.13;0.07;34;12836;8079;6808;5346;3967;2749;50071;2817;104205;2953;3214;3255;3135;3028;2639
Lopinavir;C37H48O5N4;0.73000002;628.89;6.69;56.69;93.48;60.05;104.5;0.6;0.99;0.64;2.27;94;46;97;49;21;61;367;4;4;15;155;3;0;18;48;37;4;5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;230;564;263;542;26;32016;1865;2006;177;99;14;70;269058;353522;194;34166;52788;35377;83679;39907;26648;8131;7856;89531;213873;7566.5;415223;6212;7167;44468;110455;10657;74617;66702;813453;23347;7125.125;7125.894;9368.245;7139.336;9920.467;1.44;1631;1631;1252;1628;1185;2325;6824;56716;155.84;234084;35311;17393;10.49;13352;993;575;331;179;93;1;1373;653;14196;1943;57153;239;5268;246;66;679;3143;0;0;0;794182;0;0;0;0;0;0;31;117;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;5442;6267;7125;7965;8826;9671;10533;11382;12245;174456;46;98;0;362;0;1598;0;7658;0;38268;49;66;82;102;117;111;117;133;144;149;4127;4.61;5012;5428;5799;5632;5702;5935;6146;6306;146649;186199;1.27;39.55;92777;46148;33053;22117;19746;15545;12918;9638;719;451;299;0.19;127;82;27369;16211;12539;8412;6116;3934;595;331;0.19;103;0.06;34;33053;22117;19746;15545;12918;9638;137728;5205;469923;3.98;4298;4375;4389;4453;4.48
Lysine ;C6H15O2N2;0.34999999;147.23;5.89;12.9;25.1;13.87;29;0.52;1;0.55;2.9;25;10;24;9;1;10;0;0;0;5;208;1;0;0;15;6;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;128;38;87;2;4.97;1.5;1644;449;23;2;9;33.31;28.6;383;520;998;401;1140;10532;6509;143;3178;13227;20452;143;-13087;3237;0;368;15029;143;368;15029;45;143;132554;132564;159281;132688;165503;3.13;3333;3333;2866;3.33;2777;2718;3104;14559;28205;31219;9403;5208;4969;4897;1291;533;274;89;43;0.75;98;57;5.7;0.96;5.2;21;76;20;28;1922;1971;0;0;0;0;0;0;0;0;0;0;6;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3664;4344;5069;5784;6515;7241;7974;8705;9439;77734;10;18;0;58;0;216;0;858;0;3528;9;10;9;6;5;4;2;0;0;0;2398;2565;2485;2079;1946;1792;1386;0;0;0;23449;24651;1051;1202;18489;10365;7983;4681;3717;2401;1.05;608;798;0.52;372;267;175;122;6692;3874;2701;1628;814;441;669;0.43;0.27;181;136;88;7983;4681;3717;2401;1.05;608;29881;2104;39067;2398;2.56;2494;2079;1946;1823
Mefloquine ;C17H17F6N2O;1.5700001;379.36;8.82;26.44;45.38;27.09;86.5;0.61;1.06;0.63;3.33;43;26;45;28;11;33.5;393;3;4;2;44;0;0;11;17;17;2;1;0;0;6;0;0;0;0;6;0;0;0;3;0;0;0;1;0;0;1;142;530;168;418;22;17394;1753;1952;0.24;63;11;45;122805;114692;0.2;6250;13090;6220;25445;24122;16427;1491;4588;50927;102044;1167.824;75172;2609;5347;4984;61.79;3227;20486;23076;163456;11091;1182.655;1177.512;1565.103;1186.872;1697.607;1.86;2368;2376;1.88;2361;1761;6169;5244;72349;92037;112702;18945;6718;3823;4895;895;611;336;171;103;1;434;209;8038;1121;18769;79;928;84;54;975;2411;0;0;0;200705;0;0;0;108.65;0;0;6;8;0;0;66;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;28;4963;5.82;6744;7632;8558;9459;10386;11295;12222;131.08;26;56;0;228;0;1112;0;5884;0;32626;28;43;54;71;97;113;134;132;139;125;3541;4167;4751;5.38;6.02;6426;6859;7143;7445;7437;98698;138978;1408;40.28;52235;26.27;19113;12087;12687;9189;7495;6422;735;432;295;0.17;106;66;13662;8349;6637;4882;3597;2.7;525;298;154;0.09;51;28;14113;9665;8734;7446;6279;5383;78464;3439;231879;3511;4066;4031;4058;4095;4147
Meropenem ;C17H25SN3O5;0.079999998;383.52;7.52;30.2;51.74;32.31;69.17;0.59;1.01;0.63;2.66;51;26;53;28;4;32;0;3;4;5;94;4;0;0;25;17;3;5;0;1;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;142;382444;175;333667;22;17055;1696;1927;242;58.5;13;43;125415;127077;228;6850;11714.778;6758;19069;24593;19335;1652;5083;49623;98538;1348.421;86797;3796;4554;6312;59844;2761;15640;29509;201167;11693;1301.071;1300.998;1750.755;1482.89;1716.764;1691;2173;2174;1622;1879;1675;3026;5319;47422;88586;118211;19526;7061;3158;5303;1056;608;369;201;109;1;515;248;9538;1385;22473;88;1016;92;92;1251;2657;0;53754;137241;0;93926;0;0;0;0;0;17;91;11;0;0;0;0;0;67;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;4963;5861;6801;7731;8.68;9624;10577;11528;12486;132252;26;56;0;236;20;1190;252;6588;2376;38646;28;43;61;84;103;120;129;131;130;142;3497;3989;4431;4.82;5106;5352;5476;5576;5533;5624;93419;101367;1085;7948;51804;26245;19334;12146;11958;9846;8284;6439;744;434;278;161;99;63;16255;9856;9065;7343;5989;4486;625;352;211;0.12;71;44;19688;12554;12.6;10657;9228;7482;81541;3.53;225991;3565;3987;4107;4126;3997;3755
Metaclopramide ;C14H23ClO2N3;0.40000001;300.85;7;24.98;43.06;26.78;47.11;0.58;1;0.62;2.36;43;20;43;20;7;24;0.3;1;1;7;163;1;0;6;23;14;3;2;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;92;223605;104;215111;9;12137;1667;1835;287;43833;6;29;89.62;90.2;0.28;3516;5274.938;3226;6783.556;20.07;13447;902;4747;33379;62269;818667;0;4383;1792;3275;39599;1214;5531;26699;148.52;1922;735652;735468;1031.013;745919;1100.054;2418;2967;2967;2.16;2932;2.03;1865;5146;21971;54963;82439;17079;8343;4826;7125;1098;561;346;164;82;833;341;176;8.8;1.34;15.82;64;524;62;51;2228;2528;0;0;0;75918;0;0;0;0;0;0;18;26;0;0;0;16;0;0;4;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;4533;5342;6.18;7015;7.86;8704;9554;10403;11256;110846;20;40;0;144;0;628;0;3000;0;15100;20;26;32;35;40;37;30;24;24;21;3219;3701;4178;4594;5057;5117;4.96;4575;4.62;4513;61578;79432;1.29;17854;38933;20246;15121;9528;7849;6577;4545;3346;756;476;302;206;0.13;84;13088;7319;5208;3884;2261;1224;654;366;0.2;121;65;31;15621;9816;8.22;6.98;4749;3646;63389;3095;131694;3217;3515;3673;3.53;3497;3184
